"","imdb_id","avg_num_of_attendees","num_of_shows","budget","genres","tmdb_popularity","release_date","revenue","runtime","languages","tmdb_rating","tmdb_votes","directors","writers","keywords","awards","metascore","imdb_rating","imdb_votes","tomato_critic_rating","tomato_user_rating","tomato_user_votes","tomato_critic_votes","tomato_fresh_reviews","tomato_rotten_reviews","tomato_user_meter","tomato_critic_meter","actors","name"
"1","tt0882789",1,1,0,"Comedy,Drama,Romance",0.002444,2009-07-13,0,95,"English",2.8,3,"David Morris,Jacqui Morris","David Morris","woman director","N/A",NA,5.8,"401",NA,NA,NA,NA,NA,NA,NA,NA,"James Lance,Heather Bleasdale,Peter Cooney,Jeremy Edwards,Benjamin Hart,Mark Hayford,Lucy Jules,Luke de Woolfson,Dolly Wells,Rick Warden,Terry Bird,Yvonne O'Grady,Rowly Dennis","MR. RIGHT"
"2","tt3704008",1,1,0,"Documentary",0.003573,2014-10-22,0,142,"English",0,0,"Laurent Bécue-Renard","","","3 wins & 3 nominations.",87,7,"86",8.3,3.3,149,13,13,0,67,100,"","OF MEN AND WAR"
"3","tt2630916",2,1,0,"Documentary",0.003952,2014-09-19,0,88,"English",3.5,2,"Joshua Tickell,Rebecca Harrell","Johnny O'Hara","automobile industry,oil,big corporation,woman director","N/A",56,7.7,"483",6.7,4.1,612,18,14,4,82,78,"","PUMP"
"4","tt0109504",2.7,1,0,"Comedy,Drama",0.128688,1994-05-13,0,115,"English",5.6,11,"Spike Lee","Joie Lee,Cinqué Lee","black people,1970s,jazz musician,straßenkids,dysfunctional family,independent film,teacher,urban,parenthood","3 nominations.",65,6.9,"5,964",6.6,4,11257,25,19,6,90,76,"Alfre Woodard,Delroy Lindo,David Patrick Kelly,Zelda Harris,Carlton Williams,Sharif Rashed,Tse-Mach Washington,Christopher Knowings,José Zúñiga,Isaiah Washington,Ivelka Reyes,Spike Lee,Manny Pérez,Richard Whiten,RuPaul,Keith Johnson","CROOKLYN"
"5","tt0058385",2.875,1,17000000,"Drama,Family,Music,Romance",0.555111,1964-10-21,72000000,170,"English",7.1,153,"George Cukor","","musical,transformation,flower girl,colonel,wager,suitor,class differences,tutor,aristocrat,linguist,street,high society,misogynist,guttersnipe,class prejudice,opposites attract","Won 8 Oscars. Another 15 wins & 13 nominations.",NA,7.9,"66,454",8.1,3.7,186485,46,44,2,90,96,"Audrey Hepburn,Rex Harrison,Stanley Holloway,Wilfrid Hyde-White,Gladys Cooper,Jeremy Brett,Theodore Bikel,Mona Washbourne,Isobel Elsom,John Holland","MY FAIR LADY"
"6","tt2182187",3,1,0,"",0.009624,2012-10-17,0,96,"English",0,0,"Morgan White","Morgan White","","N/A",NA,7.3,"27",NA,NA,15,NA,NA,NA,NA,NA,"Colin Brunton,Nigel Agnew,Keith Altomare,Atom Egoyan,Colin Geddes,Bruce Goldstein,Sedwick Hill,Dan Halsted,Dennis Jackson","THE REP"
"7","tt1517069",3.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","tt4643580",3.33333333333333,3,0,"Animation",0.184416,2015-09-04,0,99,"Español",6.1,17,"Gabriel Riva Palacio Alatriste","","chicken,egg","1 nomination.",NA,6,"588",5.8,4.1,2003,15,10,5,81,63,"Bruno Bichir,Carlos Espejel,Angélica Vale,Facundo Gómez,Claudio Herrera","UN GALLO CON MUCHO HUEVOS"
"9","tt1976000",4,2,0,"Thriller",0.625013,2014-05-16,4507463,96,"Türkçe,ελληνικά,English",5.4,153,"Hossein Amini","","sailboat,hotel,american,couple,private detective","3 nominations.",66,6.2,"21,886",6.8,3.2,14027,107,88,19,48,82,"Viggo Mortensen,Kirsten Dunst,Oscar Isaac,Prometheus Aleifer,Nikos Mavrakis,Yiğit Özşener,Daisy Bevan,David Warshofsky,James Sobol Kelly,Karayianni Margaux,Socrates Alafouzos,Ozan Tas,Omiros Poulakis,Özcan Özdemir,Evgenia Dimitropoulou,Pablo Verdejo,Kosta Kortidis,Peter Mair,Okan Avci,Mehmet Esen,Ioannis Vordos,Brian Niblett,Angelis Nannos","2 FACES OF JANUARY"
"10","tt4935334",4.25,2,0,"Fantasy,Thriller,Horror,Science Fiction",0.338101,2016-02-05,0,89,"English",6.1,40,"Roxanne Benjamin,David Bruckner,Patrick Horvath,Chad Villella,Matt Bettinelli-Olpin,Tyler Gillett,Justin Martinez,Radio Silence","Susan Burke,David Bruckner,Matt Bettinelli-Olpin,Roxanne Benjamin,Dallas Richard Hallam,Patrick Horvath","anthology,woman director,horror anthology","N/A",58,6,"5,130",NA,NA,NA,NA,NA,NA,NA,NA,"Kate Beahan,Matt Bettinelli-Olpin,Susan Burke,Zoe Cooper,Gerald Downey,Karla Droege,Larry Fessenden,Dana Gould,Hassie Harrison,Davey Johnson,Nathalie Love,Hannah Marks,Tipper Newton,Maria Olsen,Kristina Pesic,Anessa Ramsey,Mark Rossignol,Fabianne Therese,Tyler Tuione,Chad Villella,Mather Zickel,Justin Wellborn,David Yow,Tallulah Mounce,Courtney Bandeko,Matt Peters","SOUTHBOUND"
"11","tt3297554",4.33333333333333,3,0,"Drama",0.008073,2014-05-15,0,90,"English",6.5,2,"Collin Schiffli","David Dastmalchian","","9 wins & 1 nomination.",71,6.2,"580",7.1,3.8,525,26,22,4,77,85,"David Dastmalchian,Kim Shaw,John Heard,John Hoogenakker,Shon McGregory,Ilyssa Fradin","ANIMALS"
"12","tt3074780",4.70833333333333,3,0,"Documentary",0.102964,2014-06-06,0,85,"English",7.5,19,"Mike Myers,Beth Aala","","musician,biography,music business,rock music,chef","3 wins & 6 nominations.",64,7.4,"2,326",6.5,3.9,1666,73,57,16,84,78,"Shep Gordon,Alice Cooper,Sylvester Stallone,Anne Murray,Willie Nelson,Emeril Lagasse,Michael Douglas,Mike Myers,Tom Arnold,Steven Tyler","SUPERMENSCH"
"13","tt0991167",5,1,0,"Comedy,Drama",0.06595,2007-01-01,0,96,"English,普通话",5.9,8,"Jessica Yu","","independent film,sports film,woman director","1 win & 1 nomination.",55,6,"2,669",6,3.2,7206,32,21,11,52,66,"Jimmy Tsai,Andrew Vo,Khary Payton,Peter Paige,Scott Lowell","PING PONG PLAYA"
"14","tt3824412",5,2,0,"Comedy",0.319385,2015-05-29,104507,105,"English",5,26,"Andrew Bujalski","Andrew Bujalski","love triangle,trainers,client plans,business expansion","5 nominations.",73,5.5,"4,369",6.6,2.9,3170,89,74,15,36,83,"Cobie Smulders,Guy Pearce,Kevin Corrigan,Giovanni Ribisi,Brooklyn Decker,Anthony Michael Hall,Tishuan Scott,Constance Zimmer,Zoe Graham,David Bernon","RESULTS"
"15","tt1210166",5.25,1,50000000,"Drama",0.585765,2011-09-22,110206216,133,"English",6.9,786,"Bennett Miller","","baseball,teamwork,based on book,one word title,oakland california,statistics","Nominated for 6 Oscars. Another 29 wins & 73 nominations.",87,7.6,"280,683",8,4,89984,240,226,14,86,94,"Brad Pitt,Jonah Hill,Robin Wright,Philip Seymour Hoffman,Chris Pratt,Stephen Bishop,Brent Jennings,Ken Medlock,Tammy Blanchard,Jack McGee,Vyto Ruginis,Nick Searcy,Glenn Morshower,Casey Bond,Nick Porrazzo,Chris McGarry,Reed Diamond,Kerris Dorsey,Arliss Howard,Reed Thompson,James Shanklin,Diane Behrens,Takayo Fischer,Derrin Ebert,Miguel Mendoza,Adrian Bellani,Spike Jonze","MONEYBALL"
"16","tt3808342",5.4375,2,1000000,"War,Drama,Thriller",0.595668,2015-06-11,1777043,107,"Français,Deutsch,ελληνικά,עִבְרִית,Magyar,Polski,Pусский,Slovenčina,",6.6,100,"László Nemes","","prisoner,auschwitz,rabbi,son,hungarian,auschwitz-birkenau,sonderkommando","Won 1 Oscar. Another 46 wins & 38 nominations.",89,7.6,"18,866",8.9,4,11367,194,186,8,82,96,"Géza Röhrig,Levente Molnár,Urs Rechn,Todd Charmont,Jerzy Walczak,Sándor Zsótér,Marcin Czarnik,Uwe Lauer,Christian Harting,Amitai Kedar","SON OF SAUL"
"17","tt3311588",5.5,2,0,"Documentary",0.005786,2014-03-09,0,90,"English",10,1,"Diana Whitten","","woman director","4 wins & 3 nominations.",68,7.2,"120",NA,3.8,80,NA,NA,NA,86,NA,"Rebecca Gomperts","VESSEL"
"18","tt2954776",6,1,500000,"Documentary",0.002913,2013-05-13,0,108,"English",6,1,"Nina Davenport","","woman director","N/A",48,6.6,"257",4.3,3.6,104,10,4,6,65,40,"","FIRST COMES LOVE"
"19","tt0117802",6,2,200000,"Comedy,Romance",0.298876,1996-10-18,4505922,94,"English",6.9,111,"Doug Liman","","independent film,stuffed animal,hollywood,drink,swinger,producer,following someone,name calling,aspiring actor,actor","3 wins & 3 nominations.",71,7.4,"63,453",7.7,3.8,58020,53,46,7,89,87,"Jon Favreau,Vince Vaughn,Ron Livingston,Patrick Van Horn,Alex Désert,Heather Graham,Deena Martin,Katherine Kendall,Brooke Langton,Blake Lindsley,Kevin James Kelly,Stephanie Ittleson,Vernon Vaughn,Joan Favreau,Rio Hackford,Jan Dykstra,Maddie Corman,Marty & Elayne,Big Bad Voodoo Daddy,Sheri Rosenblum,Stasea Rosenblum,Pamela Shaw,Tom Alley,Reverend Phil Dixon,Ashley M. Rogers,Jay Diola,Nicholas Gagliarducci,David Gould,Bill Phillips,Mansur Hamud,Ahmed Ahmed,Eufemia Plimpton,Melinda Starr,Samantha Lemole,Jessica Buchman,Caroline O'Meara,Gary Auerbach,Brad Halvorson,Christopher R. Joyce,Edward Rissien,Jenna Rissien,Mark Smith,John Abrham,Rachel Gallaghan,Lisa Guerriero,Thomas Hall,Damiana Kamishin,Curtis Lindersmith,Jennifer Lucero,Pinki Marsolek,Rhonda Martin,Martina Migenes,Paul Mojica,Sam Mollo,Jacob Morris,Michael Scott,Bernard Serrano,Rosalind Smith,Molly Stern,Johnny Walker,Lisa Wolstein","SWINGERS"
"20","tt1700845",6,3,0,"Drama,Romance",0.347926,2013-12-25,1234254,111,"English",5.6,35,"Ralph Fiennes","","biography,charles dickens","Nominated for 1 Oscar. Another 1 win & 7 nominations.",75,6.1,"6,779",6.8,3.1,6701,142,108,34,44,76,"Ralph Fiennes,Felicity Jones,Joanna Scanlan,Kristin Scott Thomas,Tom Hollander,Michelle Fairley,John Kavanagh,Amanda Hale,Perdita Weeks,Tom Burke,Richard McCabe,David Collings,James Michael Rankin,Charlotte Hope,Michael Marcus,Laurence Spellman,Jonathan Harden,Christos Lawton,Claire Daly","THE INVISIBLE WOMAN"
"21","tt3233704",6.2,1,0,"Western,Documentary",0.008402,2015-03-26,0,80,"English",10,1,"Michael Barnett","","","7 wins & 3 nominations.",78,8.1,"63",6.6,4.8,38,NA,6,0,100,NA,"Vanessa Halby,Peter Halby,Ila Halby,Ajani A.J. Murray,Jeremy Vest,Alec Bandler,Zack Gottsagen,Steve Kutasz,Peter Lazarus,Will Halby,Suzi Barrett,Dominique Dauwe,Karina Deyko","BECOMING BULLETPROOF"
"22","tt2072987",6.25,1,0,"Documentary",0.001572,2012-09-28,0,90,"English",0,0,"Peter Getzels,Eduardo Lopez","","","1 win & 1 nomination.",66,7.8,"108",7.4,4.4,150,7,6,1,94,86,"Juan Gonzalez","HARVEST OF EMPIRE"
"23","tt1205537",6.33333333333333,3,60000000,"Action,Drama,Thriller",1.01484,2014-01-15,50549107,105,"English",5.9,801,"Kenneth Branagh","","london,corruption,cia,terrorist,sniper,explosive,intelligence,russia,murder,conspiracy,surveillance,agent,jack ryan,marines,rehab,analyst","2 nominations.",57,6.2,"97,902",5.7,3.4,64417,163,92,71,53,56,"Chris Pine,Keira Knightley,Kevin Costner,Nonso Anozie,Gemma Chan,Deborah Rosan,Lenn Kudrjawizki,Price Lindsey,Celine Jedidi,Ricky Rajpal,Kenneth Branagh,Karen David,Elena Velikanova,Aleksandar Aleksiev,Colm Feore,Peter Andersson,David Paymer,David Hayman,Amy J. Kim,Bogdan Kominowski,Maggie Daniels,Annika Pergament","JACK RYAN: SHADOW RECRUIT"
"24","tt2614684",6.33333333333333,3,0,"Thriller,Action,Drama,War",0.69719,2014-10-10,1625847,99,"English",6.5,238,"Yann Demange","","riot,war,british,survival,soldier,ira,explosion,violence,ireland,combat,belfast,streets,abandoned","Nominated for 1 BAFTA Film Award. Another 11 wins & 22 nominations.",83,7.2,"34,132",7.7,3.9,16521,125,120,5,81,96,"Jack O'Connell,Paul Anderson,Sean Harris,Sam Reid,Sam Hazeldine,Charlie Murphy,Valene Kane,David Wilmot,Killian Scott,Ben Peel,Richard Dormer,Martin McCann,Jonah Russell","'71"
"25","tt1674785",6.5,2,0,"History,Comedy,Documentary",0.199782,2015-01-25,0,93,"English",6.2,7,"Douglas Tirola","Mark Monroe","","5 nominations.",74,7.1,"772",7.4,3.6,729,62,54,8,69,87,"John Belushi,John Candy,Chevy Chase,Bill Murray,Gilda Radner,John Goodman,Beverly D'Angelo,Kevin Bacon,Richard Belzer,Christopher Guest,Fred Gwynne,John Hughes,John Landis,Tim Matheson,Meat Loaf,Billy Bob Thornton,Richard Nixon,John Lennon,Yoko Ono,Stevie Wonder,George Plimpton,Judd Apatow,Harold Ramis,Ivan Reitman,Danny Abelson","DRUNK STONED"
"26","tt2077908",6.5625,10,10750000,"Family,Animation",0.42891,2015-10-09,0,78,"Français,Deutsch",7.1,7,"Rémi Bezançon,Jean-Christophe Lie","Alexander Abela,Rémi Bezançon","","3 nominations.",64,7,"967",6.7,3.5,471,17,13,4,65,76,"Max Renaudin,Simon Abkarian,Vernon Dobtcheff,Roger Dumas,Ronit Elkabetz,Mohamed Fellag,Déborah François,Thierry Frémont,Philippe Morier-Genoud,Mostéfa Stiti,François-Xavier Demaison","ZARAFA"
"27","tt2338424",6.875,3,0,"Music,Romance,Comedy",0.256832,2015-04-18,0,105,"English",6.3,12,"Sean Mewshaw","Desiree Van Til","widow,biography,writer,folk singer","N/A",60,6.2,"2,544",NA,2.1,48,NA,NA,NA,29,NA,"Joe Manganiello,Jason Sudeikis,Blythe Danner,Rebecca Hall,Dianna Agron,Griffin Dunne,Maggie Castle,Richard Masur","TUMBLEDOWN"
"28","tt0056875",7,1,24500,"Horror",0.003835,1963-06-06,4000000,67,"English",4,6,"Herschell Gordon Lewis","","","N/A",NA,5,"4,119",4.2,3.1,6191,11,4,7,46,36,"William Kerwin,Mal Arnold,Connie Mason,Lyn Bolton,Scott H. Hall,Christy Foushee,Ashlyn Martin,Sandra Sinclair,Jerome Eden,David F. Friedman,Herschell Gordon Lewis,Craig Maudslay Jr.","BLOOD FEAST"
"29","tt0303353",7,1,40000,"Documentary",0.000836,2002-01-18,1434436,93,"English",7.3,8,"Nanette Burstein,Brett Morgen","","cocaine,arranged marriage,love,hollywood,woman director","4 wins & 12 nominations.",75,7.4,"5,970",NA,NA,44,NA,NA,NA,NA,NA,"Robert Evans,Eddie Albert,Francis Ford Coppola,Catherine Deneuve","KID STAYS IN THE"
"30","tt2555302",7,2,0,"History,Documentary",0.010083,2015-02-06,0,89,"",5.3,3,"Michele Josue","Michele Josue","father-son relationship,sexual identity,depression,homophobia,switzerland,morocco,homicide,funeral,saudi-arabia,north carolina,murder,priest,teacher,barack obama,gay bashing,gay slur,bill clinton,torture,mother son relationship,lgbt,gay lead character,hate crime,denver colorado,gay history,gay teenager,woman director,westboro baptist church,hate mail","7 wins & 2 nominations.",75,7.7,"350",8.1,4.2,481,26,26,0,86,100,"","MATT SHEPARD IS…"
"31","tt1351685",7.25,9,195000000,"Action,Family,Fantasy",1.753425,2013-02-27,197687603,114,"English",5.5,2096,"Bryan Singer","","based on fairy tale,giant","1 win & 4 nominations.",51,6.3,"104,999",5.7,3.4,92140,196,101,95,55,52,"Nicholas Hoult,Eleanor Tomlinson,Ewan McGregor,Stanley Tucci,Ian McShane,Eddie Marsan,Ewen Bremner,Warwick Davis,Bill Nighy,Ralph Brown,Andrew Brooke,Ben Daniels,Daniel Lapaine,Christian Wolf-La'Moy ,Duncan JC Mais ,Santi Scinelli ,Caroline Hayes,Angus Barnett,Alex MacQueen,Tandi Wright,Lee Boardman","JACK THE GIANT SLAYER"
"32","tt2474024",7.33333333333333,3,0,"Comedy,Drama,Music,Romance",0.326852,2014-11-03,0,94,"English",5.5,96,"Richard LaGravenese","Richard LaGravenese","wife,musical,marriage,divorce","1 win & 1 nomination.",60,5.9,"5,961",6.1,3.4,6653,91,53,38,57,58,"Anna Kendrick,Jeremy Jordan,Meg Hudson,Natalie Knepp,Cat Lynch,Bettina Bresnan","LAST FIVE YEARS"
"33","tt3813310",7.33333333333333,3,0,"Thriller",0.464404,2015-08-07,0,86,"English",5.4,152,"Jon Watts","Jon Watts,Christopher D. Ford","sheriff,colorado,murder,suspense,shootout,blood,drug,police car,kids,stolen cars,body in a trunk,open ended,joy ride","1 win & 4 nominations.",66,6.2,"19,789",7,3.2,6808,76,60,16,52,79,"Kevin Bacon,James Freedson-Jackson,Hays Wellford,Shea Whigham,Camryn Manheim,Sean Hartley,Kyra Sedgwick,Loi Nguyen,Sit Lenh,Chuck Kull,Thomas Coates,Kathleen Bentley,Justin Barr,Adam Barr","COP CAR"
"34","tt4370926",7.45833333333333,3,0,"",0.010595,2015-01-24,0,84,"English",4.5,1,"Sophie Deraspe","","woman director","1 win & 5 nominations.",69,6.8,"193",7,3.4,133,23,20,3,53,87,"","GAY GIRL IN DAMASCUS"
"35","tt1822381",7.625,1,300000,"Documentary",0.047748,2013-06-07,0,87,"English",6.5,2,"Seth Kramer,Daniel A. Miller,Jeremy Newberger","Daniel A. Miller","reality tv,shock jock","1 nomination.",70,6.9,"743",7.4,4.3,517,32,29,3,84,91,"Morton Downey, Jr.,Gloria Allred,Michele Bachmann,Glenn Beck,Richard Bey,Chris Elliott,Wally George","EVOCATEUR"
"36","tt2654562",7.66666666666667,3,0,"Documentary",0.001857,2013-04-28,0,93,"English",8,1,"Liz Marshall","","","2 wins & 9 nominations.",60,8.4,"504",6.1,4.5,78,10,6,4,94,60,"Jo-Anne McArthur","GHOSTS IN OUR MACHINE"
"37","tt2891174",7.66666666666667,3,0,"Drama",0.467597,2015-10-09,0,112,"English",6.7,86,"Ramin Bahrani","Ramin Bahrani,Amir Naderi","florida,motel,finances,single father,mother son relationship,real estate agent,eviction,financial crisis,foreclosure,real estate,mortgage,construction worker","Nominated for 1 Golden Globe. Another 11 wins & 22 nominations.",76,7.1,"13,999",NA,NA,NA,NA,NA,NA,NA,NA,"Andrew Garfield,Laura Dern,Michael Shannon,Tim Guinee,J.D. Evermore,Noah Lomax,Clancy Brown,Nicole Barré,Cullen Moss,Wayne Pére,Judd Lormand,Gretchen Koerner,Yvonne Landry,Donna DuPlantier,Jordyn McDempsey,Gus Rhodes,John L. Armijo,Jayson Warner Smith,Ann Mahoney,Juan Gaspard,Nadiyah Skyy Taylor,Deneen Tyler,David Maldonado,Cynthia Santiago,Joni Bovill,Carl Palmer,Albert C. Bates,Tom Bui,Manu Narayan,Patrick Kearns,Jeff Pope,Richard Holden,Robert Larriviere,Garrett Kruithof,Randy Austin,Luke Sexton,Cynthia LeBlanc,Elton LeBlanc,Liann Pattison,Michelle DeVito,Kerry Sims,Jonathan Tabler,Don Brady","99 HOMES"
"38","tt2357398",7.8,1,0,"",0.006696,2014-03-07,0,73,"English",0,0,"Paul Devlin","","","N/A",NA,NA,"N/A",NA,NA,NA,NA,NA,NA,NA,NA,"John Kayne,Dana Snyder","THE FRONT MAN"
"39","tt2245003",7.83333333333333,3,0,"Comedy,Drama,Romance",0.971405,2015-11-06,0,112,"English",7,91,"Catherine Hardwicke","","best friend,woman director","N/A",59,6.7,"6,908",6,3.8,8378,100,69,31,70,69,"Drew Barrymore,Toni Collette,Dominic Cooper,Jacqueline Bisset,Paddy Considine,Noah Huntley,Tyson Ritter,Mehmet Ferda,Janice Acquah,Honor Kneafsey,Shola Adewusi,Lukas Rolfe,Charlotte Hope,Sophie Holland,Fjokra,Max Rinehart,Grace Schneider,Sophie Brown,Lucinda Raikes","MISS U ALREADY"
"40","tt2231212",7.875,4,0,"Documentary,Drama",0.000102,2014-05-07,0,85,"English",4.3,2,"Dana Ben-Ari","","woman director","N/A",59,5.5,"76",6,3,150,12,9,3,43,75,"","BREASTMILK"
"41","tt3264102",7.90625,4,0,"Documentary,History",0.095013,2014-08-13,0,76,"English,Pусский",7.2,30,"Gabe Polsky","","biography,sport,hockey","4 wins & 8 nominations.",83,7.7,"4,557",7.9,4.1,6551,92,89,3,86,97,"Vyacheslav Fetisov,Vladimir Pozner","RED ARMY"
"42","tt2125423",7.95833333333333,5,0,"Foreign,Documentary",0.058323,2011-11-23,0,90,"",7.4,15,"Emad Burnat,Guy Davidi","","palestine,demonstration,peace,separation,fence,non violent","Nominated for 1 Oscar. Another 17 wins & 6 nominations.",78,8,"4,856",7.7,4.1,1926,44,42,2,87,95,"","5 BROKEN CAMERAS"
"43","tt0103772",8,1,49000000,"Thriller,Mystery",1.025566,1992-03-20,352927224,127,"English",6.3,372,"Paul Verhoeven","","dancing,male nudity,female nudity,sexual obsession,san francisco,sadistic,detective,jealousy,gun,eroticism,menace,nudity,suspicion of murder,ex-lover,planned murder,cigarette,bisexuality,orgasm,bedroom,bed,lesbian kiss,underwear,dying and death,auto,dangerous,lover,striptease,sadism,police,psychopath,femme fatale,sociopath,erotic thriller","Nominated for 2 Oscars. Another 5 wins & 18 nominations.",41,6.9,"132,511",5.9,3.1,131241,59,32,27,63,54,"Michael Douglas,Sharon Stone,George Dzundza,Jeanne Tripplehorn,Denis Arndt,Leilani Sarelle,Bruce A. Young,Chelcie Ross,Dorothy Malone,Wayne Knight,Daniel von Bargen,Stephen Tobolowsky,Benjamin Mouton,Jack McGee,Bill Cable,Stephen Rowe,Mitch Pileggi,Mary Pat Gleason,Freda Foh Shen,William Duff-Griffin,James Rebhorn,David Wells,Mary Ann Rodgers,Adilah Barnes,Irene Olga López,Juanita Jennings,Craig C. Lewis,Michael David Lally,Peter Appel,Michael Halton,Keith McDaniel,Eric Poppick,Ron Cacas,Kayla Blake,Bradford English","BASIC INSTINCT"
"44","tt0978762",8,1,8000000,"Animation,Comedy,Drama",0.587706,2009-02-09,0,92,"English,",7.5,323,"Adam Elliot","Adam Elliot","chocolate,birthmark,only child,approach,australia,friendship bracelet,stop motion animation,neighbor,phone book,correspondence,pen pal","4 wins & 8 nominations.",NA,8.2,"117,734",8.1,4.2,24443,63,60,3,92,95,"Toni Collette,Philip Seymour Hoffman,Eric Bana,Barry Humphries,Bethany Whitmore,Renée Geyer,Ian 'Molly' Meldrum,Julie Forsyth,John Flaus,Christopher Massey,Carolyn Shakespeare-Allen,Michael Ienna","MARY AND MAX"
"45","tt1845804",8,1,0,"Drama",0.001254,2011-11-04,0,169,"English",6,1,"Patrick Wang","Patrick Wang","","5 wins & 2 nominations.",82,7.3,"480",8.4,3.9,1610,25,24,1,77,96,"Sebastian Banes,Patrick Wang,Trevor St. John,Lisa Altomare,Susan Kellermann,Conan McCarty,Harriett D. Foy,Zachary Sayle,Georgie DeNoto,Juliette Angelo","IN THE FAMILY"
"46","tt0467406",8.25,1,7500000,"Comedy,Drama,Romance",1.334499,2007-12-05,231411584,96,"English",6.8,1113,"Jason Reitman","","sexuality,becoming an adult,puberty,first time,oscar award,pregnancy and birth,pregnant minor,precocity,partnership,title spoken by character,teenagers,teenage pregnancy","Won 1 Oscar. Another 88 wins & 94 nominations.",81,7.5,"410,723",8.1,4.1,548011,207,195,12,88,94,"Ellen Page,Michael Cera,Jennifer Garner,Jason Bateman,Allison Janney,J.K. Simmons,Olivia Thirlby,Eileen Pedde,Rainn Wilson,Daniel Clark,Darla Fay,Aman Johal,Valerie Tian,Emily Perkins,Kaaren de Zilva,Steven Christopher Parker,Candice King,Sierra Pitkin,Cut Chemist,Eve Harlow,Kirsten Williamson,Emily Tennant,Ashley Whillans,Jeff Witzke,Colin McSween,Peggy Logan,Cameron Bright,Joy Galmut,Wendy Russell,Robyn Ross","JUNO"
"47","tt0437800",8.4375,2,8000000,"Drama",0.182232,2006-04-28,18948425,112,"English",6.6,38,"Doug Atchison","Doug Atchison","black people,spelling,spelling bee","12 wins & 14 nominations.",72,7.5,"15,194",7,3.6,84486,137,115,22,81,84,"Keke Palmer,Laurence Fishburne,Angela Bassett,Curtis Armstrong,J.R. Villarreal,Sean Michael Afable,Sahara Garey,Lee Thompson Young,Julito McCullum,Erica Hubbard,Eddie Steeples,Dalia Phillips,Tzi Ma,Jeris Poindexter,Sara Niemietz,George Hornedo,Craig Wasson,Jeff Marlow,Lee Garlington,Katie Kerwin McCrimmon,Sid Ganis,Austin Herrera Davis,Janet Borrus,Wolfgang Bodison,Bonita Friedericy,Lauren Sánchez,Fay Hauser,Jack Ong,Neil Soni","AKEELAH & THE BEE"
"48","tt2663896",8.5,1,0,"",0.01526,2004-11-04,0,59,"",0,0,"Nishtha Jain","","","N/A",NA,7.2,"10",NA,NA,NA,NA,NA,NA,NA,NA,"","CITY OF PHOTOS"
"49","tt3505712",8.54166666666667,3,0,"Drama",1.473915,2014-09-07,0,120,"English",5.3,24,"Oren Moverman","","new york","1 win.",75,5.7,"2,320",6.9,3,1900,82,64,18,41,78,"Richard Gere,Ben Vereen,Jena Malone,Steve Buscemi,Danielle Brooks,Abigail Savage,Jeremy Strong,Colman Domingo,Yul Vasquez,Geraldine Hughes,Brian d'Arcy James,Tonye Patano,Dominic Colón,Lisa Datz,Miranda Bailey,Victor Pagan","TIME OUT OF MIND"
"50","tt2852470",8.58333333333333,3,0,"Documentary",0.028613,2013-05-18,52164,95,"English,Français,Italiano",5.8,15,"Rithy Panh","","","Nominated for 1 Oscar. Another 10 wins & 13 nominations.",87,7.4,"2,198",8.3,3.8,5681,81,80,1,76,99,"Randal Douc","THE MISSING PICTURE"
"51","tt0366548",8.6875,4,100000000,"Music,Animation,Comedy,Family",0.708713,2006-11-16,384335608,108,"English",5.8,763,"George Miller","","ocean,fish,zoo,penguin,tap dancing,love,crush,snow,singing,antarctica,family","Won 1 Oscar. Another 18 wins & 24 nominations.",77,6.5,"131,143",6.9,3.6,616509,161,120,41,70,75,"Lombardo Boyar,Robin Williams,Johnny A. Sanchez,Carlos Alazraqui,Jeffrey Garcia,Elijah Wood,Brittany Murphy,Hugh Jackman,Nicole Kidman,Hugo Weaving,E.G. Daily,Magda Szubanski,Miriam Margolyes,Cesar Flores,Anthony LaPaglia,Fat Joe,Alyssa Shafer,Danny Mann,Mark Klastorin,Michael Cornacchia,Chris Edgerly","HAPPY FEET"
"52","tt5434972",8.8125,2,0,"Documentary",0.440349,2016-03-25,0,87,"",3.2,3,"Jonathan Hock","","sports car,baseball","N/A",74,7.3,"62",7.9,4.4,274,NA,16,2,93,NA,"Kevin Costner,Hank Aaron,Nolan Ryan,Derek Jeter","FASTBALL"
"53","tt3121332",8.875,3,0,"Drama",0.239729,2015-02-08,0,101,"Español,English",5,11,"Sebastián Silva","","","1 win & 1 nomination.",64,5.6,"1,440",6.4,3,901,48,32,16,40,67,"Sebastián Silva,Tunde Adebimpe,Kristen Wiig,Reg E. Cathey,Mark Margolis,Alia Shawkat,Agustín Silva,Judy Marte","NASTY BABY"
"54","tt0106500",9,1,0,"Music,Comedy",0.293733,1993-03-12,17953778,89,"Deutsch,English",6.7,14,"Tamra Davis","","rap,hip-hop,wheelchair,jeep,satire,black comedy,spoof,african american,woman director","N/A",NA,6.2,"7,263",5.5,3.2,10419,21,11,10,61,52,"Chris Rock,Allen Payne,Phil Hartman,Charlie Murphy,Rachel True,Deezer D,Khandi Alexander,Art Evans,Chris Elliott,Ty Granderson Jones,Theresa Randle,Gerard G. Williams,Louisa Abernathy","CB4"
