"","imdb_id","avg_num_of_attendees","num_of_shows","budget","genres","tmdb_popularity","release_date","revenue","runtime","languages","tmdb_rating","tmdb_votes","directors","writers","keywords","awards","metascore","imdb_rating","imdb_votes","tomato_critic_rating","tomato_user_rating","tomato_user_votes","tomato_critic_votes","tomato_fresh_reviews","tomato_rotten_reviews","tomato_user_meter","tomato_critic_meter","actors","name"
"796","tt2245084",43.6875,13,165000000,"Adventure,Family,Animation,Action,Comedy",6.417028,2014-10-22,652105443,102,"English",7.8,3591,"Don Hall,Chris Williams","","brother brother relationship,hero,talent,revenge,best friend,another dimension,robot,boy genius,hate,aftercreditsstinger,moral dilemma,3d,3d animation,teen superheroes,dead brother","Won 1 Oscar. Another 13 wins & 53 nominations.",74,7.9,"271,487",7.3,4.3,126544,196,174,22,91,89,"Scott Adsit,Ryan Potter,Daniel Henney,T.J. Miller,Jamie Chung,Damon Wayans Jr.,Génesis Rodríguez,James Cromwell,Alan Tudyk,Maya Rudolph,Abraham Benrubi,Katie Lowes,Billy Bush,Dan Gerson,Paul Briggs,Charlie Adler,Marcella Lentz-Pope,Charlotte Gulezian,David Shaughnessy,Kirk Baily,Reed Buck,June Christopher,Cam Clarke,Roy Conli,Cooper Cowgill,David Cowgill,Marlie Crisafulli,Terri Douglas,Jackie Gonneau,Nicholas Guest,Bridget Hoffman,Kelly Hoover,Leah Latham,James Taku Leung,Yuri Lowenthal,Tim Mertens,Yumi Mizui,Brian R. Norris,Sundra Oakley,Michael Powers,Lynwood Robinson,Shane Sweet,Josie Trinidad,Stan Lee,Dan Howell,Frank Welker","BIG HERO 6"
"797","tt3263614",43.7392857142857,14,0,"Drama",0.094942,2015-02-20,0,105,"English,日本語",5.8,54,"David Zellner","David Zellner,Nathan Zellner","japan,language barrier,treasure hunt,north dakota,rabbit,main character in title","10 wins & 7 nominations.",68,6.6,"8,317",7.2,3.4,8448,123,107,16,62,87,"Rinko Kikuchi,Nobuyuki Katsube,Shirley Venard,David Zellner,Nathan Zellner,Kanako Higashi,Ichi Kyokaku,Ayaka Ohnishi,Mayuko Kawakita,Takao Kinoshita,Yumiko Hioki","KUMIKO: TREASURE"
"798","tt3263614",43.7392857142857,14,0,"Drama",0.094942,2015-02-20,0,105,"English,日本語",5.8,54,"David Zellner","David Zellner,Nathan Zellner","japan,language barrier,treasure hunt,north dakota,rabbit,main character in title","10 wins & 7 nominations.",68,6.6,"8,317",7.2,3.4,8448,123,107,16,62,87,"Rinko Kikuchi,Nobuyuki Katsube,Shirley Venard,David Zellner,Nathan Zellner,Kanako Higashi,Ichi Kyokaku,Ayaka Ohnishi,Mayuko Kawakita,Takao Kinoshita,Yumiko Hioki","KUMIKO: TREASURE HUNTER"
"799","tt2401878",43.804347826087,23,8000000,"Animation,Comedy,Drama,Romance",1.793426,2015-12-30,3759286,90,"English",6.7,180,"Duke Johnson,Charlie Kaufman","Charlie Kaufman","sex,depression,existentialism","Nominated for 1 Oscar. Another 18 wins & 66 nominations.",88,7.4,"26,290",8.4,3.7,17147,221,204,17,72,92,"Jennifer Jason Leigh,David Thewlis,Tom Noonan","ANOMALISA"
"800","tt4044364",43.975,15,0,"Documentary",0.62514,2014-10-10,0,114,"English,Deutsch,Português",7.9,311,"Laura Poitras","","national security agency,woman director,edward snowden","Won 1 Oscar. Another 43 wins & 34 nominations.",88,8.1,"33,584",8.3,4.1,19301,137,132,5,87,96,"Edward Snowden,Julian Assange,Glenn Greenwald,Jacob Appelbaum,Kevin Bankston,William Binney,Ewen MacAskill,Lindsay Mills,Laura Poitras,Jeremy Scahill,Barack Obama","CITIZENFOUR"
"801","tt0462322",44,1,67000000,"Thriller,Action,Horror",0.590975,2007-04-06,25037897,191,"Español,English",6.6,146,"Robert Rodriguez,Eli Roth,Quentin Tarantino,Edgar Wright,Rob Zombie,Jason Eisener","Quentin Tarantino,Robert Rodriguez,Rob Zombie,Edgar Wright,Eli Roth,Jeff Rendell,Jason Eisener,Rob Cotterill,John Davies","exploitation,slasher,zombies,killer","7 wins & 15 nominations.",77,7.6,"154,603",7.4,3.9,329774,191,159,32,87,83,"Kurt Russell,Zoë Bell,Rosario Dawson,Vanessa Ferlito,Sydney Tamiia Poitier,Tracie Thoms,Rose McGowan,Jordan Ladd,Mary Elizabeth Winstead,Quentin Tarantino,Michael Parks,Freddy Rodríguez,Josh Brolin,Jeff Fahey,Michael Biehn,Rebel Rodriguez,Bruce Willis,Naveen Andrews,Sheri Moon Zombie","GRINDHOUSE"
"802","tt1935179",44.474358974359,15,10000000,"Drama",1.104271,2013-05-01,21587700,130,"English",6.8,661,"Jeff Nichols","Jeff Nichols","river,snake,arkansas,fugitive,river boat","11 wins & 34 nominations.",76,7.4,"133,170",8,3.9,86401,171,167,4,80,98,"Matthew McConaughey,Tye Sheridan,Jacob Lofland,Sam Shepard,Reese Witherspoon,Sarah Paulson,Michael Shannon,Ray McKinnon,Joe Don Baker,Paul Sparks,Stuart Greer,Michael Abbott Jr.,Bonnie Sturdivant","MUD"
"803","tt0133093",44.5,1,63000000,"Adventure,Action,Thriller,Science Fiction",3.325737,1999-03-30,463517383,136,"English",7.7,5698,"Lana Wachowski,Lilly Wachowski","","saving the world,artificial intelligence,man versus machine,philosophy,prophecy,self sacrifice,insurgence,virtual reality,dystopia,truth,title spoken by character,messiah,woman director,gnosticism","Won 4 Oscars. Another 33 wins & 44 nominations.",73,8.7,"1,204,431",7.6,3.6,33321176,141,123,18,85,87,"Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss,Hugo Weaving,Gloria Foster,Joe Pantoliano,Marcus Chong,Julian Arahanga,Matt Doran,Belinda McClory,Anthony Ray Parker,Paul Goddard,Robert Taylor,David Aston,Marc Aden,Ada Nicodemou,Deni Gordon,Rowan Witt,Bill Young,Eleanor Witt,Tamara Brown,Janaya Pender,Adryn White,Natalie Tjen,David O'Connor,Jeremy Ball,Fiona Johnson,Harry Lawrence,Steve Dodd,Luke Quinton,Lawrence Woodward,Michael Butcher,Bernard Ledger,Robert Simper,Chris Pattinson,Nigel Harbach,Rana Morrison","THE MATRIX"
"804","tt0070016",44.5,2,0,"Animation,Drama,Family",0.167718,1973-03-01,0,94,"",6.2,51,"Charles A. Nichols,Iwao Takamoto","Earl Hamner, Jr.","spider,musical,talking animal,drying self with towel,animal human communication,spiderweb,sentimental,talking pig","1 win.",NA,6.9,"13,295",6.6,3.2,227075,21,16,5,67,76,"Debbie Reynolds,Henry Gibson,Danny Bonaduce,Agnes Moorehead,Bob Holt,Paul Lynde,Rex Allen,Dave Madden,Pamelyn Ferdin,John Stephenson,Martha Scott,Joan Gerber,Herb Vigran,Don Messick,William B. White","CHARLOTTE'S WEB"
"805","tt3152624",44.7465277777778,36,35000000,"Comedy",3.156887,2015-07-17,139508898,125,"English",6.1,721,"Judd Apatow","Amy Schumer","","Nominated for 2 Golden Globes. Another 5 wins & 21 nominations.",75,6.3,"91,153",7.1,3.6,67743,234,199,35,67,85,"Amy Schumer,Bill Hader,Brie Larson,Colin Quinn,Vanessa Bayer,Tilda Swinton,LeBron James,Mike Birbiglia,John Cena,Dave Attell,Norman Lloyd,Ezra Miller,Daniel Radcliffe,Marisa Tomei,Jon Glaser,Randall Park,Evan Brinkman,Pete Davidson,Tim Meadows,Kyle Dunnigan,Amar'e Stoudemire,Matthew Broderick,Marv Albert,Leslie Jones,Method Man,Kim Caramele,Josh Segarra,Nikki Glaser,Bridget Everett,Chris Evert,Lisa K. Price,Tommy Bayiokos,Jessica Cherniak,Claudia O'Doherty","TRAINWRECK"
"806","tt2301592",44.7897727272727,22,3000000,"Drama,Fantasy",0.053319,2013-05-18,0,130,"Español",5.7,14,"Alejandro Jodorowsky","Alejandro Jodorowsky","biography","2 wins & 6 nominations.",76,7.6,"4,042",7.4,4,2397,56,53,3,83,95,"Brontis Jodorowsky,Pamela Flores,Jeremias Herskovits,Alejandro Jodorowsky,Axel Jodorowsky,Adan Jodorowsky,Bastián Bodenhöfer,Andrés Cox,Cristobal Jodorowsky,Alizarine Ducolomb,Sergio Vargas,Patricio Brambilla,Juan Quezada,Adrián Salgado,Ítalo Tai,Eugenio Morales,Carlos Cantero,Luz Jiménez,Charles Bustos,Hugo Marín,Nelson González,Rorigo Orellana,Helen Tabilo,Demetrio Spataris,Verónica Power,Nicolás Deteran,Sergio Monge,Victor Toledo,Brittany Star,Ricardo Zepeda,Tomás Álvarez,Dilan Avendaño","DANCE OF REALITY"
"807","tt3824458",44.8620689655172,30,0,"Comedy,Drama",0.679841,2015-07-10,0,87,"English",6.8,82,"Sean Baker","Sean Baker,Chris Bergoch","taxi,prostitute,transsexuality,sex,taxi driver,laundromat,christmas eve,lgbt,christmas,transsexual prostitute","20 wins & 33 nominations.",85,7.1,"11,468",8,3.7,9682,134,130,4,76,97,"Kitana Kiki Rodriguez,Mya Taylor,Karren Karagulian,John Gulager,Mickey O'Hagen,James Ransone,Alla Tumanian,Clu Gulager,Scott Krinsky,Josh Sussman","TANGERINE"
"808","tt1441395",44.9151785714286,28,13300000,"Thriller,Science Fiction,Drama",1.802341,2014-03-14,5380251,108,"English",6,614,"Jonathan Glazer","","male nudity,scotland,edinburgh,alien,very little dialogue","Nominated for 1 BAFTA Film Award. Another 23 wins & 93 nominations.",78,6.3,"83,806",7.8,3.2,34732,211,180,31,55,85,"Scarlett Johansson,Kryštof Hádek,Paul Brannigan,Michael Moreland,Scott Dymond,Jeremy McWilliams","UNDER THE SKIN"
"809","tt1631867",44.9642857142857,14,178000000,"Action,Science Fiction",2.826134,2014-05-27,370541256,113,"English",7.7,2861,"Doug Liman","","deja vu,time warp,dystopia,war,alien,military officer,soldier,alien invasion,exoskeleton","11 wins & 34 nominations.",71,7.9,"424,716",7.5,4.2,144251,286,259,27,90,91,"Tom Cruise,Emily Blunt,Brendan Gleeson,Bill Paxton,Jonas Armstrong,Tony Way,Kick Gurry,Franz Drameh,Dragomir Mrsic,Charlotte Riley,Masayoshi Haneda,Terence Maynard,Noah Taylor,Lee Asquith-Coe,Lara Pulver,Madeleine Mantock,Marianne Jean-Baptiste,Jeremy Piven,Beth Goddard,Assly Zandry,Sebastian Blunt,Ronan Summers,Aaron Romano,Usman Akram,Bentley Kalu,Mairead McKinley,Andrew Neil,Martin Hyder,Tommy Campbell,John Dutton,Harry Landis,Rachel Handshaw,Martin McDougall,Anna Botting,Jane Hill,Erin Burnett,Dany Cushmaro,David Kaye","EDGE OF TOMORROW"
"810","tt0072869",45,1,0,"Horror",0.00223,1975-07-01,0,86,"Deutsch,English",6.3,5,"Robert Fuest","Gabe Essoe,James Ashton,Gerald Hopman","devil","1 win.",NA,4.6,"2,136",3.9,2.8,2020,10,2,8,36,20,"Ernest Borgnine,Eddie Albert,Ida Lupino,William Shatner,Keenan Wynn,Tom Skerritt,Joan Prather,Woody Chambliss,Claudio Brook,Erika Carlsson,George Sawaya,John Travolta,Tony Cortex,Lisa Todd,Anton LaVey","THE DEVILS RAIN"
"811","tt0114814",45,1,6000000,"Drama,Crime,Thriller",2.924572,1995-07-19,23341568,106,"Español,English,Français,Magyar",7.9,1576,"Bryan Singer","","law,relatives,theft,criminal,criminal mastermind,hungarian,sibling","Won 2 Oscars. Another 32 wins & 16 nominations.",77,8.6,"730,741",7.8,4.2,432409,69,61,8,96,88,"Kevin Spacey,Stephen Baldwin,Gabriel Byrne,Benicio del Toro,Kevin Pollak,Chazz Palminteri,Pete Postlethwaite,Giancarlo Esposito,Suzy Amis,Dan Hedaya,Christine Estabrook,Clark Gregg,Louis Lombardi,Paul Bartel,Peter Greene","THE USUAL SUSPECTS"
"812","tt3699150",45,1,0,"Documentary",0.016182,2015-04-04,0,95,"English",0,0,"Nelson Campbell","Nelson Campbell,Lee Fulkerson","health,agriculture,vegan","N/A",NA,7.9,"103",NA,4.3,122,NA,NA,NA,85,NA,"Neal Barnard,Nelson Campbell,T. Colin Campbell,Rekha Chaudhary","PLANTPURE NATION"
"813","tt0089907",45,2,4000000,"Comedy,Horror",0.582023,1985-05-15,14237000,91,"English,Italiano",7.2,94,"Dan O'Bannon","","crematorium,company,zombies,attic,warehouse,stairs","4 nominations.",NA,7.3,"39,408",7.1,3.4,54867,31,28,3,79,90,"Clu Gulager,James Karen,Don Calfa,Thom Mathews,Linnea Quigley,Beverly Randolph,John Philbin,Jewel Shepard,Miguel A. Núñez, Jr.,Brian Peck,Mark Venturini,Jonathan Terry,Cathleen Cordell,Drew Deighan,James Dalesandro","RETURN OF THE LIVING DEAD"
"814","tt2042568",45.2352941176471,20,11000000,"Drama,Music",0.881757,2013-12-06,32935319,105,"English",7.1,462,"Joel Coen,Ethan Coen","Ethan Coen,Joel Coen","folk music,performance,aspiring singer,new york city,recording,merchant marine,1960s","Nominated for 2 Oscars. Another 44 wins & 153 nominations.",92,7.4,"94,696",8.6,3.7,43508,246,230,16,74,93,"Oscar Isaac,Carey Mulligan,Justin Timberlake,Jerry Grayson,Robin Bartlett,Max Casella,Adam Driver,Ethan Phillips,Jeanine Serralles,Garrett Hedlund,John Goodman,Stark Sands,Alex Karpovsky,F. Murray Abraham,Benjamin Pike","INSIDE LLEWYN DAVIS"
"815","tt1596363",45.2552083333333,13,28000000,"Drama,Comedy",5.248243,2015-12-11,133346506,130,"English",7.2,1075,"Adam McKay","","bank,fraud,biography,wall street,finances,based on true story,animated sequence,breaking the fourth wall,loan,financial crisis,real estate,mortgage","Won 1 Oscar. Another 32 wins & 73 nominations.",81,7.8,"162,557",NA,NA,NA,NA,NA,NA,NA,NA,"Christian Bale,Steve Carell,Ryan Gosling,Brad Pitt,Melissa Leo,Hamish Linklater,John Magaro,Rafe Spall,Jeremy Strong,Finn Wittrock,Marisa Tomei,Tracy Letts,Byron Mann,Adepero Oduye,Karen Gillan,Max Greenfield,Billy Magnussen,Rudy Eisenzopf,Casey Groves,Charlie Talbert,Harold Gervais,Maria Frangos,Hunter Burke,Bernard Hocke,Shauna Rappold,Brandon Stacy,Aiden Flowers,Peter Epstein,Anthony Marble,Silas Cooper,Leslie Castay,Andrew Farrier,Ingrid Steed,Vanessa Cloke,David Zalkind,Carrie Lazar,Mychael Bates,Rajeev Jacob,Jay Potter,Garrett Hines,Ryan Broussard,Jeffry Griffin,Stanley Wong,Anthony Bourdain,Joseph Brooks,Colette Divine,Oscar Gale,Cayden Arthur Miscally,Dave Davis,Wayne Pére,Kate Blumberg,Billy Slaughter,Heighlen Boyd,Ilan Srulovitz,Jay Jablonski,Blaine Kern,Al Sapienza,Marcus Lyle Brown,Tyler Kunkle,Elliott Grey,Jason Bayle,Richard Thaler,Sophie Lee,Michael Aaron Santos,David Kallaway,Sharon Landry,James Yeargain,Lyle Brocato,Kelly Lind,Michael Brooks,Lyndsay Kimball,Robyn Wholey,David Wyman,Peter Anderson,Lara Grice,Tony Bentley,Michael Kives,Jack Millard,John Neisler,Michael Joseph Varino,Joel Diggs,Michael J. Stein,Logan Crawford,Tim Wilson,Jae Suh Park,Colin Lawless,Selena Gomez,Margot Robbie","THE BIG SHORT"
"816","tt2381111",45.3125,12,11000000,"Drama,Romance",1.378396,2015-11-04,62076141,111,"English",7.1,553,"John Crowley","","love triangle,based on novel,homesickness,vororte,ship,community,marriage,working class,boarding house,ireland,brooklyn new york city,journey,dual life,irish immigrant,1950s","Nominated for 3 Oscars. Another 30 wins & 141 nominations.",87,7.5,"69,404",8.4,4.1,43649,229,221,8,88,97,"Saoirse Ronan,Domhnall Gleeson,Emory Cohen,Emily Bett Rickards,Eileen O'Higgins,Julie Walters,Samantha Munro,Jim Broadbent,Nora-Jane Noone,Michael Zegen,Paulino Nunes,Jenn Murray,Eve Macklin,Jessica Paré,Maeve McGrath,Jenn Murray,Aine Ni Mhuiri,Matt Glynn,Brid Brennan,Emma Lowe,Barbara Drennan,Gillian McCarthy,Fiona Glascott,Jane Brennan,Peter Campion,Eva Birthistle,James Corscadden,Mary O'Driscoll,Jane Wheeler,Adrien Benn,Alain Goulem,Iarla O'Lionaird,Ellis Rockburn,Erika Rosenbaum,Max Walker,Ellen David,Christian de la Cortina,James DiGiacomo,Tadhg McMahon,Paul Stewart,Denis Conway,Gary Lydon,Mella Carron,Karen Belfo","BROOKLYN"
"817","tt2305051",45.3839285714286,14,15000000,"Drama",1.449827,2014-12-05,52501541,115,"English",6.9,594,"Jean-Marc Vallée","Nick Hornby","adventure,biography,hiking,based on true story,traveller","Nominated for 2 Oscars. Another 10 wins & 61 nominations.",76,7.2,"84,364",7.5,3.8,53229,241,216,25,75,90,"Reese Witherspoon,Laura Dern,Thomas Sadoski,Keene McRae,Michiel Huisman,W. Earl Brown,Gaby Hoffmann,Kevin Rankin,Brian Van Holt,Cliff De Young,Mo McRae,Will Cuddy,Leigh Parker,Nick Eversman,Ray Mist,Randy Schulman,Cathryn de Prume,Kurt Conroyd,Ted de Chatelet,Jeffree Newman,Lorraine Bahr,Jerry Carlton,Kevin-Michael Moore,Debra Pralle,Gray Eubank,Anne Sorce,Charles Baker,J.D. Evermore,Beth Hall,Jan Hoag,Carlee McManus,Art Alexakis,Anne Gee Byrd,Evan O'Toole,Jeanine Jackson,Jason Newell,Barry O'Neil,Richard Morris,Bobbi Strayed Lindstrom,Robert Alan Barnett,William Nelson,Tony Doupe,Dan Considine,Andrew Saunderson,Greg James,Orianna Herrman,Brian Borcherdt,Eric D. Johnson,Matt Pascua,Edric Carter,Matthew Noyes,John Dickerson,,Denise McSweeny,Alina Gatti,Henry Shotwell,Cheryl Strayed,Vincent M. Biscione","WILD"
"818","tt0087363",45.5,2,11000000,"Fantasy,Horror,Comedy",1.50561,1984-06-07,153083102,106,"English,Español",6.6,636,"Joe Dante","","holiday,monster,small town,departement store,bars and restaurants,human being-animal relationship,pet,sunlight,chain saw,salesperson,midnight,fur,banking,puppet,skunk,kids and family,gremlin,ymca,title spoken by character","7 wins & 6 nominations.",NA,7.2,"139,768",7.3,3.4,450051,60,51,9,77,85,"Zach Galligan,Phoebe Cates,Hoyt Axton,Polly Holliday,Dick Miller,Keye Luke,Belinda Balaski,Scott Brady,Judge Reinhold,John Louie,Don Steele,Susan Burgess,Harry Carey, Jr.,Donald Elson,Howie Mandel,Corey Feldman,Edward Andrews","GREMLINS"
"819","tt2788716",45.589375,21,0,"Drama,Comedy",0.261288,2014-09-05,0,105,"English,Deutsch",5.7,75,"Shira Piven","","talk show,black comedy,mental disorders,woman director,winning lottery","1 win & 1 nomination.",69,5.9,"12,843",6.5,3.1,9670,96,70,26,46,73,"Kristen Wiig,James Marsden,Linda Cardellini,Wes Bentley,Jennifer Jason Leigh,Alan Tudyk,Tim Robbins,Joan Cusack,Thomas Mann,Rose Abdoo,Shanna Strong,Kulap Vilaysack,Loretta Devine,Joyce Hiller Piven,Jack Wallace,Mitch Silpa","WELCOME TO ME"
"820","tt0177789",45.875,1,45000000,"Comedy,Family,Science Fiction",0.858477,1999-12-23,90683916,102,"English",6.6,353,"Dean Parisot","","space battle,spaceship,spoof,fictional tv show","7 wins & 14 nominations.",70,7.3,"122,817",7.2,3.1,223235,115,103,12,78,90,"Tim Allen,Sigourney Weaver,Alan Rickman,Tony Shalhoub,Sam Rockwell,Daryl Mitchell,Enrico Colantoni,Robin Sachs,Patrick Breen,Missi Pyle,Jed Rees,Justin Long,Jeremy Howard,Kaitlin Cullum,Jonathan Feyer,Sam Lloyd,Rainn Wilson,Kevin McDonald","GALAXY QUEST"
"821","tt0047577",46,1,800000,"Mystery,Adventure,Science Fiction,Horror,Thriller",0.131786,1955-06-01,0,87,"English",5.2,13,"Joseph M. Newman","","extraterrestrial technology,mutant,georgia,flying saucer,space travel,nobel prize laureate,resettlement,spaceship,alien,outer space,scientist,campy,interplanetary war","1 win & 1 nomination.",NA,5.8,"6,680",5.3,3,4409,14,10,4,45,71,"Jeff Morrow,Faith Domergue,Rex Reason,Lance Fuller,Russell Johnson,Douglas Spencer,Robert Nichols,Karl Ludwig Lindt,Richard Deacon,Coleman Francis,Robert Williams,Regis Parton","THIS ISLAND EARTH (THRILLVILLE)"
"822","tt0078748",46,1,11000000,"Horror,Action,Thriller,Science Fiction",3.063719,1979-05-25,104931801,117,"English,Español",7.5,2334,"Ridley Scott","Ronald Shusett","android,self-destruction,countdown,space marine,space suit,beheading,dying and death,dystopia,biology,spaceship,alien,female protagonist,outer space,cowardliness,parasite,h. r. giger","Won 1 Oscar. Another 16 wins & 19 nominations.",83,8.5,"555,644",9,3.9,454804,102,99,3,94,97,"Sigourney Weaver,Tom Skerritt,Veronica Cartwright,Harry Dean Stanton,John Hurt,Ian Holm,Yaphet Kotto,Bolaji Badejo,Helen Horton,Eddie Powell","ALIEN"
"823","tt2689924",46,1,0,"",0.002429,2014-01-01,0,0,"",10,1,"","","","N/A",NA,8.2,"16",NA,NA,2,NA,NA,NA,NA,NA,"","EDIBLE CITY"
"824","tt0080120",46.0833333333333,2,0,"Action,Adventure,Crime,Drama,Thriller",0.242841,1979-02-09,22490039,93,"English",7.2,156,"Walter Hill","","gang war,gangster boss,coney island,gang,new york city,gang member,new york subway","N/A",NA,7.7,"71,659",7.4,3.9,75324,35,31,4,88,89,"James Remar,Michael Beck,David Patrick Kelly,Dorsey Wright,David Harris,Deborah Van Valkenburgh,Brian Tyler,Steve James","THE WARRIORS"
"825","tt0434409",46.125,1,54000000,"Action,Thriller,Fantasy",2.884823,2005-12-11,132511035,132,"English",7.5,2333,"James McTeigue","","detective,vatican,fascism,satanism,fascist,dystopia,government,chancellor,revenge,personification of satan,torture,guy fawkes,hatred,masked vigilante,catholicism,catholic priest,catholic guilt,jesuit,vengeful spirit,irish catholic,vengeful,jesuit priest,gnosticism,occultism","7 wins & 27 nominations.",62,8.2,"785,552",6.8,3.9,901331,238,173,65,90,73,"Natalie Portman,Hugo Weaving,Stephen Rea,Stephen Fry,John Hurt,Tim Pigott-Smith,Natasha Wightman,Rupert Graves,Roger Allam,Ben Miles,Sinéad Cusack,Eddie Marsan,John Standing,Imogen Poots,Clive Ashborn,Emma Field-Rayner,Ian Burfield,Mark Phoenix,Alister Mazzotti,Billie Cook,Guy Henry,Cosima Shaw,Megan Gay,Roderic Culver,Andy Rashleigh,Chad Stahelski,Antje Rau,Amelda Brown,Richard Campbell,Mark Longhurst,Charles Cork,John Ringham,Oliver Bradshaw,Juliet Howland,Joseph Rye,Malcolm Sinclair,Madeleine Rakic-Platt,Selina Giles,Carsten Hayes,Derek Hutchinson,Martin Savage,Grant Burgin,Greg Donaldson,Jason Griffiths,Laura Greenwood,Paul Antony-Barber,Anna Farnworth,Mary Stockley,Simon Newby,David Merheb,Dulcie Smart,Ben Posener,Ian T. Dickinson,Julie Brown,Eamon Geoghegan,Matthew Bates,David Leitch,Matt Wilkinson,Martin McGlade,Richard Laing,Michael Simkins,William Tapley,Tony Cook,Lee Asquith-Coe,Christopher Fosh,Keith How,Norman Campbell Rees,Andy Callaghan,Forbes KB,João Costa Menezes,Chris Wilson,Nicolas de Pruyssenaere,David Decio,Rami Hilmi,Mathis Landwehr,Jason Oettle,Wolfgang Stegemann","V FOR VENDETTA"
"826","tt0022286",46.1666666666667,2,0,"Drama,Action,Crime",0.166861,1931-04-23,0,83,"English",5.9,19,"William A. Wellman","Kubec Glasmon,John Bright","best friend,gangster,grapefruit","Nominated for 1 Oscar. Another 1 win.",NA,7.8,"13,233",8.4,3.9,7385,27,27,0,85,100,"James Cagney,Jean Harlow,Edward Woods,Joan Blondell,Donald Cook,Leslie Fenton,Beryl Mercer,Robert Emmett O'Connor,Murray Kinnell,Clark Burroughs,Mae Clarke,Frank Coghlan Jr.,George Daly,Frankie Darro","THE PUBLIC ENEMY"
"827","tt0079813",46.25,2,300000,"Comedy,Music",0.03573,1979-08-24,0,93,"English",6,16,"Allan Arkush","","rock and roll,punk,bong,rebellion,camp,ramones","N/A",NA,6.8,"6,869",6.7,3.5,14621,24,19,5,75,79,"P.J. Soles,Vince Van Patten,Clint Howard,Mary Woronov,Dey Young,Paul Bartel,Dick Miller,Don Steele,Alix Elias,Joey Ramone,Johnny Ramone,Dee Dee Ramone,Marky Ramone","ROCK & ROLL HIGH SCHOOL"
"828","tt0079813",46.25,2,300000,"Comedy,Music",0.03573,1979-08-24,0,93,"English",6,16,"Allan Arkush","","rock and roll,punk,bong,rebellion,camp,ramones","N/A",NA,6.8,"6,869",6.7,3.5,14621,24,19,5,75,79,"P.J. Soles,Vince Van Patten,Clint Howard,Mary Woronov,Dey Young,Paul Bartel,Dick Miller,Don Steele,Alix Elias,Joey Ramone,Johnny Ramone,Dee Dee Ramone,Marky Ramone","ROCK N ROLL HIGH SCHOOL"
"829","tt2545088",46.425,4,0,"Documentary",0.0179,2013-10-18,0,135,"English",0,0,"Joe Brewster,Michèle Stephenson","","education,private school,biography,cultural difference,race relations,black men,opportunity,woman director","5 wins & 5 nominations.",67,7,"232",6.3,3.6,586,23,16,7,71,70,"Idris Brewster,Oluwaseun Summers,Michèle Stephenson,Joe Brewster,Anthony Summers,Stacey O. Summers","AMERICAN PROMISE"
"830","tt1398426",46.7175925925926,27,28000000,"Drama,Music",2.414,2015-08-13,0,147,"English",7.7,764,"F. Gary Gray","","brother brother relationship,aids,police brutality,hip-hop,wife husband relationship,vandalism,drug dealer,nightclub,freedom of speech,protest,rapper,recording contract,from rags to riches,assault,terminal illness,road trip,based on true story,feud,gang,marijuana,police chase,hospital,racism,los angeles,gangster,racial slur,mother son relationship,no opening credits,wrongful arrest,death of brother,rap music,milwaukee wisconsin,police raid,police harassment,detroit michigan,duringcreditsstinger,gangster rap,record company,1980s,hip hop music,music tour,reference to rodney king,intimidation by police,los angeles riots,compton california","Nominated for 1 Oscar. Another 22 wins & 38 nominations.",72,8,"110,326",7.3,4.3,72925,209,182,27,92,87,"O'Shea Jackson Jr.,Corey Hawkins,Jason Mitchell,Neil Brown Jr.,Aldis Hodge,Marlon Yates Jr.,R. Marcos Taylor,Carra Patterson,Alexandra Shipp,Paul Giamatti,Elena Goode,Keith Powers,Joshua Brockington,Sheldon A. Smith,Keith Stanfield,Cleavon McClendon,Aeriél Miranda,Lisa Renee Pitts,Angela Elayne Gibbs,Bruce Beatty,Corey Reynolds,Tate Ellington,Rogelio Douglas Jr.,Andrew Borba,Matt Corboy,Larry Sullivan,Deborah Lacey,F. Gary Gray,Allen Maldonado,Demetrius Grosse,Og Blood,Ashton Sanders,Joshua Geter,Kofi Siriboe,Orlando Brown,Matthew Boylan,Chic Daniel,Tim Connolly,Cris D'Annunzio,Dan Wells,Justin Goslee,Alex Wexo,Marcus Callender,Vaughn Wilkinson,Dean Cameron,Mark Thomas Holguin,Sky Soleil,Inny Clemons,Jody Burke,Asia'h Epperson,Scott Endicott,Greg Collins,Mark Sherman,Rob Brownstein,Marcc Rose,Nigel Lawes,Lauren Pacheco","STRAIGHT OUTTA COMPTON"
"831","tt0086525",47,1,350000,"Comedy,Romance",0.162192,1983-04-08,0,99,"English",5.7,24,"Martha Coolidge","Wayne Crawford,Andrew Lane","alcohol,sex,nudity,punk,music,party,love,friends,romance,teen,violence,city,drug,trendy,shallow,woman director","N/A",NA,6.3,"9,946",NA,3.7,1744,NA,NA,NA,79,NA,"Nicolas Cage,E.G. Daily,Deborah Foreman,Michael Bowen,Cameron Dye,Michelle Meyrink,Lee Purcell,Colleen Camp,Frederic Forrest,Joanne Baron,Tony Markes,Robby Romero,Lisa Antille,Theresa Hayes,Andrew Winner,Laura Jacoby,Joyce Hyser,Michael Wyle,Wayne Crawford,Christopher Murphy,Tina Theberge,Camille Calvet,David Ensor,Tony Plana,Betsy Bond,Steve Sayre,Karl Johnson","VALLEY GIRL"
