imdb_id,name,imdb_id,tmdb_id,budget,genres,tmdb_popularity,release_date,revenue,runtime,languages,tmdb_rating,tmdb_votes,directors,writers,keywords,awards,metascore,imdb_rating,imdb_votes,tomato_critic_rating,tomato_user_rating,tomato_user_votes,tomato_critic_votes,tomato_fresh_reviews,tomato_rotten_reviews,tomato_user_meter,tomato_critic_meter,actors
tt0096256,THEY LIVE,tt0096256,8337,4000000,"Action,Horror,Science Fiction,Thriller",0.71629,1988-11-23,13008928,94,English,6.7,181,John Carpenter,,"dystopia,social commentary,alien invasion,sunglasses",3 nominations.,52,7.3,"72,603",7.2,3.6,37866,48,40,8,79.0,83.0,"Roddy Piper,Meg Foster,Keith David,George Buck Flower,Raymond St. Jacques,Peter Jason,Jason Robards III,Susan Barnes,Sy Richardson,Wendy Brainard,Lucille Meredith,Susan Blanchard,Norman Alden,Dana Bratton,John F. Goff,John F. Goff,Thelma Lee,Stratton Leopold,Rezza Shan,Norman Howell,Larry Franco,Tom Searle,Robert Grasmere,Vince Inneo,Bob Hudson,Jon Paul Jones,Dennis Michael,Nancy Gee,Claudia Stanlee,Christine Baur,Eileen Wesson,Gregory Barnett,Jim Nickerson,Kerry Rossall,Cibby Danyla,Jeff Imada,Michelle Costello"
tt0096283,MY NEIGHBOR TOTORO,tt0096283,8392,0,"Fantasy,Animation,Family",1.900544,1988-04-16,0,86,日本語,7.9,844,Hayao Miyazaki,Hayao Miyazaki,"japan,mother,supernatural powers,leave,village,hospital,new neighbor,moving,new home,sisters,magical creature,cute",5 wins & 1 nomination.,N/A,8.3,"168,648",8.3,4.3,88568,44,41,3,94.0,93.0,"Noriko Hidaka,Hitoshi Takagi,Chika Sakamoto,Shigesato Itoi,Sumi Shimamoto,Tanie Kitabayashi,Akiko Hiramatsu,Masashi Hirose,Chie Kôjiro,Yûko Maruyama,Yûko Mizutani,Tomohiro Nishimura,Shigeru Chiba,Daiki Nakamura,Toshiyuki Amagasa,Dakota Fanning,Elle Fanning"
tt0096438,WHO FRAMED ROGER RABBIT?,tt0096438,856,70000000,"Fantasy,Animation,Comedy,Crime,Family",0.631297,1988-06-21,329803958,104,English,6.8,589,Robert Zemeckis,,"falsely accused person,film business,hiding place,suspicion of murder,mental breakdown,innocence,cartoon,cartoon sex,love sickness,private detective,movie star,live action and animation",Won 3 Oscars. Another 19 wins & 21 nominations.,83,7.7,"139,070",8.4,3.5,441219,61,59,2,84.0,97.0,"Bob Hoskins,Christopher Lloyd,Joanna Cassidy,Charles Fleischer,Kathleen Turner,Stubby Kaye,Alan Tilvern,Richard LeParmentier,Lou Hirsch,Betsy Brantley,Mel Blanc,Mae Questel,Frank Sinatra,Richard Williams,Wayne Allwine,Frank Welker"
tt0096446,WILLOW,tt0096446,847,35000000,"Adventure,Drama,Action",0.437947,1988-05-01,57269863,126,English,6.6,212,Ron Howard,,"prophecy,falsely accused person,baby,monster,hero,queen,traitor,magic,fantasy,castle,sorcerer's apprentice,magic book,black magic,white magic,aggression by animal,mission",Nominated for 2 Oscars. Another 1 win & 9 nominations.,N/A,7.3,"80,294",5.6,3.4,240325,29,14,15,80.0,48.0,"Warwick Davis,Val Kilmer,Joanne Whalley,Jean Marsh,Patricia Hayes,Billy Barty,Pat Roach,Gavin O'Herlihy,David Steinberg,Phil Fondacaro,Mark Northover"
tt0096895,BATMAN,tt0096895,268,35000000,"Fantasy,Action",3.396926,1989-06-23,411348924,126,"English,Français",6.8,1037,Tim Burton,,"double life,dc comics,dual identity,chemical,crime fighter,fictional place,gotham city,superhero,batman",Won 1 Oscar. Another 9 wins & 22 nominations.,69,7.6,"266,989",6.6,3.5,908537,68,49,19,84.0,72.0,"Michael Keaton,Jack Nicholson,Kim Basinger,Michael Gough,Pat Hingle,Billy Dee Williams,Jack Palance,Jerry Hall,Tracey Walter,Lee Wallace,William Hootkins,Edwin Craig,Robert Wuhl"
tt0096928,BILL & TED,tt0096928,1648,10000000,"Adventure,Comedy,Science Fiction",0.919964,1989-02-17,40485039,90,"English,Français,Deutsch,ελληνικά",6.5,191,Stephen Herek,,"jealousy,journey in the past,sigmund freud,time travel,socrates,billy the kid,school presentation,rhinoceros,phone booth,world peace,past,history,best friend,napoleon bonaparte",3 nominations.,44,6.9,"84,863",6.5,3.3,375406,43,34,9,75.0,79.0,"Keanu Reeves,Alex Winter,George Carlin,Dan Shor,Hal Landon Jr.,Amy Stock-Poynton,Terry Camilleri,Tony Steedman,Rod Loomis,Bernie Casey,Al Leong,Jane Wiedlin,Robert V. Barron,Clifford David,J. Patrick McNamara,Frazier Bain,Diane Franklin,Kimberley Kates,William Robbins,Steve Shepherd,Anne Machette,Traci Dawn Davis"
tt0097493,HEATHERS,tt0097493,2640,0,"Comedy,Drama",0.345292,1988-10-01,1108462,102,"English,Italiano",7.0,147,Michael Lehmann,,"suicide,diary,friendship,high school,black comedy,clique",3 wins & 8 nominations.,73,7.3,"58,971",7.8,3.7,73843,44,42,2,84.0,95.0,"Winona Ryder,Christian Slater,Shannen Doherty,Lisanne Falk,Kim Walker,Penelope Milford,Glenn Shadix,Lance Fenton,Jennifer Rhodes,Jeremy Applegate,Patrick Labyorteaux,Jon Matthews,Carrie Lynn,Phill Lewis,Renée Estevez,John Zarchen,William Cort,John Ingle,Stuart Mabray,Sherrie Wills,Larry Cox,Kent Stoddard,Mark Carlton"
tt0097523,HONEY I SHRUNK THE KIDS,tt0097523,9354,32000000,"Adventure,Comedy,Family,Science Fiction",0.621009,1989-06-22,222724172,93,English,5.8,317,Joe Johnston,,"inventor,ant,shrinking,riesen insekten,biene,neighbor",Won 1 BAFTA Film Award. Another 1 win & 10 nominations.,63,6.3,"105,992",6.2,2.9,695829,32,24,8,53.0,75.0,"Rick Moranis,Marcia Strassman,Matt Frewer,Kristine Sutherland,Amy O'Neill,Robert Oliveri,Thomas Wilson Brown,Jared Rushton"
tt0097814,KIKI'S DELIVERY,tt0097814,16859,0,"Fantasy,Adventure,Animation,Drama",0.884417,1989-07-29,18172849,103,日本語,7.4,348,Hayao Miyazaki,,"clock tower,witch,cat,bicycle accident,broom,female friendship,bakery,dog,baking,seaside town,talking cat,courier service,delivery service",4 wins.,N/A,7.9,"74,179",N/A,2.7,113,N/A,N/A,N/A,11.0,N/A,"Minami Takayama,Rei Sakuma,Kappei Yamaguchi,Keiko Toda,Mieko Nobusawa,Kôichi Miura,Haruko Kato,Hiroko Seki,Yuriko Fuchizaki,Kôichi Yamadera,Kikuko Inoue,Yûko Kobayashi,Mika Doi,Takaya Hashi,Chika Sakamoto,Toshiko Asai,Yoshiko Kamei,Hiroko Maruyama,Shinpachi Tsuji,Yûko Maruyama,Masa Saitô,Yûko Tsuga,Tomomichi Nishimura,Akio Ôtsuka"
tt0098635,WHEN HARRY MET SALLY,tt0098635,639,16000000,"Comedy,Romance,Drama",0.920865,1989-07-12,92823546,96,English,6.9,366,Rob Reiner,,"new york,wife husband relationship,restaurant,platonic love,orgasm,friendship,male female relationship",Nominated for 1 Oscar. Another 4 wins & 15 nominations.,76,7.6,"147,767",7.9,3.5,394963,64,57,7,89.0,89.0,"Meg Ryan,Billy Crystal,Carrie Fisher,Bruno Kirby,Steven Ford,Lisa Jane Persky,Michelle Nicastro,Gretchen Palmer,Robert Alan Beuth,David Burdick,Joe Viviani,Harley Jane Kozak,Joseph Hunt,Kevin Rooney,Franc Luz,Connie Sawyer"
tt0099329,CRY-BABY,tt0099329,9768,11000000,"Music,Comedy",0.324985,1990-04-05,8266343,85,English,6.3,108,John Waters,,"prison,rock and roll,jealousy,stage,arrest,singer",N/A,N/A,6.5,"43,702",6.6,3.3,211094,55,40,15,77.0,73.0,"Johnny Depp,Amy Locane,Polly Bergen,Susan Tyrrell,Traci Lords,Willem Dafoe,Ricki Lake,Iggy Pop,Mink Stole"
tt0099674,GODFATHER 3,tt0099674,242,54000000,"Drama,Action,Thriller,Crime",1.318488,1990-12-24,136766062,162,"English,Italiano,Deutsch,Latin",7.0,760,Francis Ford Coppola,,"italy,christianity,new york,assassination,italo-american,vatican,pope,confession,helicopter,daughter,lawyer",Nominated for 7 Oscars. Another 5 wins & 13 nominations.,60,7.6,"263,955",6.4,3.7,304507,57,38,19,78.0,67.0,"Al Pacino,Diane Keaton,Andy García,Talia Shire,Sofia Coppola,Eli Wallach,Joe Mantegna,George Hamilton,Bridget Fonda,Raf Vallone,Franc D'Ambrosio,Donal Donnelly,Richard Bright,Helmut Berger,Don Novello,John Savage,Franco Citti,Mario Donatone,Vittorio Duse,Enzo Robutti,Michele Russo,Al Martino,Robert Cicchini,Rogerio Miranda,Carlos Miranda,Vito Antuofermo,Robert Vento,Willie Brown,Jeannie Linero,Jeanne Savarino Pesch,Janet Savarino Smith,Tere Livrano,Carmine Caridi,Don Costello,Al Ruscio,Mickey Knox,Michael Bowen,Brett Halsey"
tt0099785,HOME ALONE,tt0099785,771,18000000,"Comedy,Family",0.067924,1990-11-09,476684675,103,English,6.8,1133,Chris Columbus,,"holiday,home alone,suburban chicago,waving,pet spider,lifting  a boy into the air,suburban crime,counting,angry parent,mischievous child,nail,reflection",Nominated for 2 Oscars. Another 10 wins & 4 nominations.,63,7.5,"308,175",5.2,3.3,1024404,42,23,19,79.0,55.0,"Macaulay Culkin,Joe Pesci,Daniel Stern,John Heard,Roberts Blossom,Catherine O'Hara,Angela Goethals,Devin Ratray,Gerry Bamman,Hillary Wolf,John Candy,Larry Hankin,Kristin Minter,Jedidiah Cohen,Ken Hudson Campbell,Kieran Culkin,Michael C. Maronna,Billie Bird,Bill Erwin,Ralph Foody"
tt0099878,JETSONS THE MOVIE,tt0099878,17009,0,"Animation,Comedy,Family,Science Fiction",0.164374,1990-06-06,20,82,English,5.9,15,"Joseph Barbera,William Hanna",,"family's daily life,future,musical,based on tv series",1 nomination.,N/A,5.5,"3,437",4.3,3.0,25870,14,3,11,46.0,21.0,"George O'Hanlon,Mel Blanc,Penny Singleton,Tiffany,Patric Zimmerman,Don Messick,Jean Vander Pyl,Brad Garrett,Rick Dees,Frank Welker"
tt0100332,PARIS IS BURNING,tt0100332,31225,500000,Documentary,0.076807,1990-03-13,3779620,71,English,7.9,20,Jennie Livingston,,"gay,new york city,transgender,reading,transvestite,butch femme couple,shade,subculture,shoplifting,drag,gay african american,woman director,gay latino",15 wins & 1 nomination.,N/A,8.1,"3,808",7.6,4.1,3678,11,11,0,89.0,100.0,"Dorian Corey,Pepper LaBeija,Willi Ninja,Octavia St. Laurent,Anji Xtravaganza,Venus Xtravaganza"
tt0100935,WILD AT HEART,tt0100935,483,9500000,"Comedy,Crime,Thriller",0.383278,1990-05-01,14560247,124,English,6.5,120,David Lynch,,"prison,sex,witch,hotel room,texas,loss of father,car journey,new orleans,hitman,snake skin jacket,fairy,murder,car crash,escape,mother daughter relationship,pistol,violence,killer,bank robbery,car,hoodlum",Nominated for 1 Oscar. Another 3 wins & 6 nominations.,52,7.2,"60,970",6.0,3.7,42999,46,30,16,81.0,65.0,"Nicolas Cage,Laura Dern,Willem Dafoe,J.E. Freeman,Crispin Glover,Diane Ladd,Calvin Lockhart,Isabella Rossellini,Harry Dean Stanton,Grace Zabriskie,Sherilyn Fenn,Glenn Walker Harris Jr.,David Patrick Kelly,William Morgan Sheppard,Pruitt Taylor Vince,Jack Nance,John Lurie,Frances Bay"
tt0100944,THE WITCHES,tt0100944,10166,0,"Adventure,Fantasy,Horror",0.402761,1990-02-16,0,91,English,6.3,65,Nicolas Roeg,,"witch,chocolate,mouse,grandmother grandson relationship,bald",Nominated for 1 BAFTA Film Award. Another 3 wins & 7 nominations.,N/A,6.8,"24,226",7.7,3.2,58982,33,33,0,70.0,100.0,"Anjelica Huston,Mai Zetterling,Jasen Fisher,Jane Horrocks,Rowan Atkinson,Bill Paterson,Brenda Blethyn,Charlie Potter,Anne Lambton,Sukie Smith,Rose English,Jenny Runacre"
tt0101889,FISHER KING,tt0101889,177,24000000,"Drama,Comedy",0.42709,1991-09-09,41895491,137,English,6.8,131,Terry Gilliam,Richard LaGravenese,"holy grail,homeless person,loss of lover,mental disease,sense of guilt,suppressed past,yuppie,cynic,fantasy,self-discovery,housebreaking,forgiveness,gun rampage,talk show,legend,unsociability,person running amok",Won 1 Oscar. Another 13 wins & 26 nominations.,61,7.6,"62,580",7.0,3.6,45275,54,45,9,86.0,83.0,"Jeff Bridges,Robin Williams,Mercedes Ruehl,Amanda Plummer,Michael Jeter,Lara Harris,Kathy Najimy,Paul Lombardi,David Hyde Pierce,John de Lancie,Lisa Blades,Adam Bryant,Ted Ross,Warren Olney,Frazer Smith,Harry Shearer,Melinda Culea,James Remini,Mark Bowden,John Ottavino,Dan Futterman,Jayce Bartok,Bradley Gregg,Tom Waits,Diane Robin"
tt0101921,FRIED GREEN TOMATOES,tt0101921,1633,11000000,"Drama,Comedy",0.54532,1991-12-27,80100000,130,English,7.3,109,Jon Avnet,,"southern u.s.,bee",Nominated for 2 Oscars. Another 6 wins & 8 nominations.,N/A,7.6,"51,370",6.7,3.7,134519,41,30,11,91.0,73.0,"Kathy Bates,Mary-Louise Parker,Jessica Tandy,Cicely Tyson,Mary Stuart Masterson,Chris O'Donnell,Stan Shaw,Gailard Sartain,Timothy Scott,Gary Basaraba,Lois Smith,Jo Harvey Allen,Fannie Flagg,Suzi Bass,Tom Even,Afton Smith,Haynes Brooke,Wallace Merck"
tt0102926,SILENCE OF THE LAMBS,tt0102926,274,19000000,"Crime,Drama,Thriller",0.483321,1991-02-14,272742922,118,English,7.8,2180,Jonathan Demme,,"based on novel,psychopath,horror,suspense,serial killer,cannibal,fbi agent,animal in cast credits,psycho thriller,cannibalism",Won 5 Oscars. Another 48 wins & 34 nominations.,84,8.6,"873,744",8.5,4.1,843377,73,69,4,95.0,95.0,"Jodie Foster,Anthony Hopkins,Scott Glenn,Ted Levine,Anthony Heald,Brooke Smith,Diane Baker,Kasi Lemmons,Frankie Faison,Tracey Walter,Charles Napier,Danny Darst,Alex Coleman,Dan Butler,Paul Lazar,Ron Vawter,Roger Corman,Lawrence A. Bonney,Lawrence T. Wrentz,Don Brockett,Frank Seals Jr.,Stuart Rudin,Masha Skorobogatov,Jeffrie Lane,Leib Lensky,George 'Red' Schwartz,Jim Roche,James B. Howard,Bill Miller,Chuck Aber,Gene Borkan,Pat McNamara,Kenneth Utt,Darla,Adelle Lutz,Obba Babatundé,George Michael,Jim Dratfield,Stanton-Miranda,Rebecca Saxon,Cynthia Ettinger,Brent Hinkley,Steve Wyatt,David Early,Andre B. Blake,Bill Dalzell,Chris Isaak,Daniel von Bargen,Tommy Lafitte,Josh Broder,Buzz Kilman,Harry Northup,Lauren Roselli,Maria Skorobogatov,Lamont Arnold,John Hall,Ted Monte,George A. Romero,John W. Iwanonkiw"
tt0103074,THELMA & LOUISE,tt0103074,1541,16000000,"Drama,Thriller,Crime,Adventure",1.169029,1991-05-24,45361000,130,English,7.0,316,Ridley Scott,,"usa,southern u.s.,waitress,self-defense,highway,arkansas,grand canyon,drive over cliff",Won 1 Oscar. Another 16 wins & 38 nominations.,88,7.4,"100,314",7.8,3.4,169195,66,55,11,82.0,83.0,"Susan Sarandon,Geena Davis,Harvey Keitel,Brad Pitt,Michael Madsen,Christopher McDonald,Stephen Tobolowsky,Timothy Carhart,Lucinda Jenney,Jason Beghe,Sonny Carl Davis,Ken Swofford,Carol Mansell"
tt0103099,TONGUES UNTIED,tt0103099,97049,0,Documentary,0.159384,1989-07-01,0,55,English,7.1,4,Marlon Riggs,,,4 wins.,N/A,6.4,539,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
tt0103772,BASIC INSTINCT,tt0103772,402,49000000,"Thriller,Mystery",1.025566,1992-03-20,352927224,127,English,6.3,372,Paul Verhoeven,,"dancing,male nudity,female nudity,sexual obsession,san francisco,sadistic,detective,jealousy,gun,eroticism,menace,nudity,suspicion of murder,ex-lover,planned murder,cigarette,bisexuality,orgasm,bedroom,bed,lesbian kiss,underwear,dying and death,auto,dangerous,lover,striptease,sadism,police,psychopath,femme fatale,sociopath,erotic thriller",Nominated for 2 Oscars. Another 5 wins & 18 nominations.,41,6.9,"132,511",5.9,3.1,131241,59,32,27,63.0,54.0,"Michael Douglas,Sharon Stone,George Dzundza,Jeanne Tripplehorn,Denis Arndt,Leilani Sarelle,Bruce A. Young,Chelcie Ross,Dorothy Malone,Wayne Knight,Daniel von Bargen,Stephen Tobolowsky,Benjamin Mouton,Jack McGee,Bill Cable,Stephen Rowe,Mitch Pileggi,Mary Pat Gleason,Freda Foh Shen,William Duff-Griffin,James Rebhorn,David Wells,Mary Ann Rodgers,Adilah Barnes,Irene Olga López,Juanita Jennings,Craig C. Lewis,Michael David Lally,Peter Appel,Michael Halton,Keith McDaniel,Eric Poppick,Ron Cacas,Kayla Blake,Bradford English"
tt0103855,THE BODYGUARD,tt0103855,619,25000000,"Thriller,Action,Drama,Music,Romance",0.373324,1992-11-25,411006740,129,English,6.1,276,Mick Jackson,,"sister sister relationship,anonymous letter,diva,bodyguard,oscar award,los angeles",Nominated for 2 Oscars. Another 11 wins & 18 nominations.,N/A,6.1,"89,078",4.8,3.0,260286,34,11,23,64.0,32.0,"Whitney Houston,Kevin Costner,Michele Lamar Richards,Ralph Waite,Gary Kemp,Bill Cobbs,Tomas Arana,Mike Starr,Christopher Birt,DeVaughn Nixon,Debbie Reynolds,Gerry Bamman,Joe Urla,Charles Keating,Robert Wuhl,Danny Kamin,Richard Schiff,Nathaniel Parker,Bert Remsen,Stephen Shellen"
tt0103873,DEAD ALIVE,tt0103873,763,3000000,"Horror,Comedy",0.343695,1992-08-13,242623,104,English,7.5,136,Peter Jackson,,"poison,new zealand,reanimation,part stop motion,cheating husband,zombies,back from the dead,person on fire,monkey,attempted rape,exploding body,dismemberment,nagging mother,director cameo,head cut in half,leg ripped off,stop motion scene",13 wins & 5 nominations.,54,7.6,"76,859",7.3,3.8,64192,29,25,4,87.0,86.0,"Tim Balme,Diana Peñalver,Elizabeth Moody,Ian Watkin,Brenda Kendall,Stephen Papps,Murray Keane,Glenis Levestam,Lewis Rowe,Stuart Devenie,Jed Brophy,Elizabeth Mulfaxe"
tt0103874,DRACULA,tt0103874,6114,40000000,"Romance,Horror",1.194471,1992-11-13,215862692,128,"Latin,Română,български език,ελληνικά,English",6.8,466,Francis Ford Coppola,,"adultery,maze,vampire,rough sex,wake,religious conflict,bestiality,correspondence,vampire sex,autonomous shadow,vlad",Won 3 Oscars. Another 12 wins & 15 nominations.,57,7.5,"142,797",6.6,3.6,258223,48,38,10,80.0,79.0,"Gary Oldman,Winona Ryder,Anthony Hopkins,Keanu Reeves,Richard E. Grant,Sadie Frost,Cary Elwes,Billy Campbell,Tom Waits,Jay Robinson,Monica Bellucci,Michaela Bercu,Florina Kendrick,I.M. Hobson,Laurie Franks,Maud Winchester,Octavian Cadia,Robert Getz,Dagmar Stanec,Eniko Öss,Nancy Linehan Charles,Tatiana von Furstenberg,Jules Sylvester,Hubert Wells,Honey Lauren,Judi Diamond,Robert Buckingham,Cully Fredricksen,Daniel Newman"
tt0103893,BUFFY THE VAMPIRE SLAYER,tt0103893,10206,0,"Action,Comedy,Horror",0.333593,1992-07-24,0,86,English,5.2,73,Fran Rubel Kuzui,,"cheerleader,vampire,high school,dating,teenagers,fashion,unlikely friendship,valley girl,cliques,teenage mortality",1 nomination.,48,5.6,"32,141",4.2,2.8,334906,37,13,24,43.0,35.0,"Kristy Swanson,Donald Sutherland,Paul Reubens,Rutger Hauer,Luke Perry,Hilary Swank,Michele Abrams,David Arquette,Natasha Gregson Wagner,Thomas Jane,Ricki Lake,Ben Affleck,Stephen Root,Sasha Jenson,Candy Clark"
tt0104694,A LEAGUE OF THEIR OWN,tt0104694,11287,40000000,"Drama,Comedy,Family",0.41035,1992-07-01,107458785,128,"English,Italiano",6.5,155,Penny Marshall,,"home front,framing device,baseball hall of fame,drunken singing,woman director",Nominated for 2 Golden Globes. Another 6 wins & 6 nominations.,67,7.2,"70,520",6.7,3.4,366235,57,44,13,84.0,77.0,"Tom Hanks,Geena Davis,Madonna,Lori Petty,Jon Lovitz,David Strathairn,Garry Marshall,Bill Pullman,Megan Cavanagh,Rosie O'Donnell,Tracy Reiner,Bitty Schram,Don S. Davis,Renée Coleman,Ann Cusack,Eddie Jones,Freddie Simpson,Anne Ramsay,Robin Knight,Patti Pelton,Kelli Simpkins,Neezer Tarleton,Téa Leoni,David Lander,Joey Slotnick,Mark Holton,Janet Jones"
tt0105236,RESERVOIR DOGS,tt0105236,500,1200000,"Crime,Thriller",4.814619,1992-06-25,14661007,99,English,7.9,1651,Quentin Tarantino,Quentin Tarantino,"torture,gasoline,shot in the stomach,sadistic torture,ensemble cast,black cop,the color blue,all male cast,told in flashback,heist gone wrong,reference to charlie chan,reference to doris day,tip,code name",9 wins & 15 nominations.,78,8.4,"654,418",8.8,4.1,442961,62,56,6,94.0,90.0,"Harvey Keitel,Tim Roth,Michael Madsen,Chris Penn,Steve Buscemi,Lawrence Tierney,Edward Bunker,Quentin Tarantino,Randy Brooks,Kirk Baltz,Steven Wright,Rich Turner,David Steen,Tony Cosmo,Stevo Polyi"
tt0105643,TROLL 2,tt0105643,26914,0,Horror,0.211635,1990-10-12,0,95,English,4.5,27,Claudio Fragasso,"Claudio Fragasso,Rossella Drudi","poison,witch,monster,dance performance,small town,seduction,hallucination,cult,delirium,vacation,sandwich,fasting,mirror,seance,recreational vehicle,gay subtext,family values,farming community,goblin,family exchange,vegetarianism,hospitality,cassette tape,odd religious customs,community spirit,healthy food,herbal remedies,popcorn,dating woes,dead grandfather,power of goodness,supernatural phenomena",N/A,N/A,2.7,"24,264",2.2,2.6,10150,17,1,16,44.0,6.0,"Michael Stephenson,George Hardy,Margo Prey,Connie Young,Robert Ormsby,Deborah Reed,Jason Wright,Darren Ewing,Jason Steadman,David McConnell,Gary Carlson,Mike Hamill,Don Packard,Christina Reynolds,Glenn Gerner"
tt0105793,WAYNE'S WORLD,tt0105793,8872,20000000,Comedy,0.596163,1992-02-14,121697323,94,"English,普通话",6.5,317,Penelope Spheeris,,"tv show,heavy metal,television producer,woman director",3 wins & 3 nominations.,53,7,"113,365",6.8,3.4,461310,47,40,7,85.0,85.0,"Mike Myers,Dana Carvey,Rob Lowe,Tia Carrere,Lara Flynn Boyle,Chris Farley,Brian Doyle-Murray,Michael DeLuise,Donna Dixon,Meat Loaf,Robert Patrick,Alice Cooper,Ed O'Neill,Colleen Camp,Lee Tergesen,Kurt Fuller,Mike Hagerty,Charles Noland"
tt0106308,ARMY OF DARKNESS,tt0106308,766,11000000,"Fantasy,Horror,Comedy",1.059393,1992-10-09,0,81,English,7.2,397,Sam Raimi,,"prophecy,witch,swordplay,supermarket,castle,auto,catapult,chain saw,time frame,bogen,skeleton,pit,windmill,incantation,time travel,undead,knight,zombies,middle ages,good and bad,necronomicon,doppelganger",7 wins & 4 nominations.,57,7.6,"127,223",6.9,3.8,217795,46,33,13,87.0,72.0,"Bruce Campbell,Embeth Davidtz,Marcus Gilbert,Ian Abercrombie,Richard Grove,Timothy Patrick Quill,Michael Earl Reid,Bridget Fonda,Patricia Tallman,Ted Raimi,Deke Anderson"
tt0106500,CB4,tt0106500,15278,0,"Music,Comedy",0.293733,1993-03-12,17953778,89,"Deutsch,English",6.7,14,Tamra Davis,,"rap,hip-hop,wheelchair,jeep,satire,black comedy,spoof,african american,woman director",N/A,N/A,6.2,"7,263",5.5,3.2,10419,21,11,10,61.0,52.0,"Chris Rock,Allen Payne,Phil Hartman,Charlie Murphy,Rachel True,Deezer D,Khandi Alexander,Art Evans,Chris Elliott,Ty Granderson Jones,Theresa Randle,Gerard G. Williams,Louisa Abernathy"
tt0106677,DAZED AND CONFUSED,tt0106677,9571,6900000,"Comedy,Drama",0.643708,1993-09-24,7993039,102,English,7.2,238,Richard Linklater,,"1970s,texas,summer,teenagers",2 nominations.,78,7.7,"118,281",7.8,3.8,234622,52,49,3,90.0,94.0,"Jason London,Rory Cochrane,Wiley Wiggins,Sasha Jenson,Michelle Burke,Adam Goldberg,Marissa Ribisi,Anthony Rapp,Milla Jovovich,Matthew McConaughey,Ben Affleck,Joey Lauren Adams,Parker Posey,Nicky Katt,Kim Krizan,Tara Battani"
tt0107048,GROUNDHOG DAY,tt0107048,137,14600000,"Romance,Fantasy,Drama,Comedy",0.997974,1993-02-11,70906973,101,"English,Français,Italiano",7.1,1059,Harold Ramis,,"deja vu,groundhog,weather forecast,telecaster,pennsylvania,alarm clock,winter,time warp,time loop,cult film,existentialism,groundhog day",Won 1 BAFTA Film Award. Another 5 wins & 8 nominations.,72,8.1,"431,263",8.0,3.4,414434,71,68,3,87.0,96.0,"Bill Murray,Andie MacDowell,Chris Elliott,Stephen Tobolowsky,Brian Doyle-Murray,Angela Paton,Rick Ducommun,Rick Overton,Robin Duke,Willie Garson,Ken Hudson Campbell,Michael Shannon,Harold Ramis,Marita Geraghty,Les Podewell,Tom Milanovich,Peggy Roeder,David Pasquesi,Lee R. Sellars,C.O. Erickson,Sandy Maschmeyer,Hynden Walch,Barbara Ann Grimes,Lucina Paquet,Brenda Pickleman,Eric Saiet,Rob Riley,Tony DeGuide,Robert Minkoff,Reni Santoni"
tt0107290,JURASSIC PARK,tt0107290,329,63000000,"Adventure,Science Fiction",1.274261,1993-06-11,920100000,127,"English,Español",7.3,2732,Steven Spielberg,,"exotic island,dna,paleontology,tyrannosaurus rex,triceratops,brontosaurus,electric fence,island,dinosaur,amusement park,theme park,jurassic park,3d",Won 3 Oscars. Another 27 wins & 17 nominations.,68,8.1,"607,397",8.3,3.6,1066442,117,109,8,91.0,93.0,"Sam Neill,Laura Dern,Jeff Goldblum,Richard Attenborough,Bob Peck,Martin Ferrero,Joseph Mazzello,Ariana Richards,Samuel L. Jackson,BD Wong,Wayne Knight,Gerald R. Molen,Miguel Sandoval,Cameron Thor,Christopher John Fields,Greg Burson,Whit Hertford,Dean Cundey,Jophery C. Brown,Tom Mishler,Adrian Escober,Richard Kiley,Brad M. Bucklin,Laura Burnett,Gary Rodriguez,Brian Smrz,Robert 'Bobby Z' Zajonc"
tt0107692,NINJA SCROLL,tt0107692,14282,0,"Action,Animation,Fantasy",0.322332,1993-06-05,0,94,日本語,7.3,54,Yoshiaki Kawajiri,,"japan,sexual abuse,bondage,cut-off body part,horror,rescue,ninjas,tragedy,cruelty,demon",N/A,N/A,7.9,"26,538",8.3,3.9,54748,6,6,0,89.0,100.0,"Kôichi Yamadera,Emi Shinohara,Takeshi Aono,Daisuke Gōri,Toshihiko Seki,Shûichirô Moriyama,Gara Takashima,Junichi Sugawara,Masako Katsuki,Norio Wakamoto,Reizô Nomoto,Ryūzaburō Ōtomo,Akitoshi Ohmori,Ichirō Nagai,Jôji Nakata,Katsuji Mori,Katsumi Suzuki,Osamu Saka,Bradley Lavelle,Wendee Lee,Jimmy Theodore,Yūsaku Yara"
tt0108281,TAI CHI MASTER,tt0108281,11143,0,"Action,Comedy,Drama,Thriller",0.13971,1993-11-18,0,96,"广州话 / 廣州話,English",7.0,29,Yuen Woo-Ping,,"buddhism,monk,rebel,martial arts,emperor,dynasty,adversary,army,fighter,imperial court,weisheit,monastery",2 nominations.,N/A,7.3,"7,668",N/A,N/A,74,N/A,N/A,N/A,N/A,N/A,"Jet Li,Michelle Yeoh,Chin Siu-Ho,Fennie Yuen Kit-Ying,Yue Hoi,Yuen Cheung-Yan,Lau Shun,Chow Gam-Kong,Sun Jian-Kui,Ho Wing-Cheung"
