"","imdb_id","num_of_shows","attendees_per_show","avg_nth_day","name","budget","genres","tmdb_popularity","release_date","revenue","runtime","languages","tmdb_rating","tmdb_votes","directors","writers","keywords","awards","metascore","imdb_rating","imdb_votes","tomato_critic_rating","tomato_user_rating","tomato_user_votes","tomato_critic_votes","tomato_fresh_reviews","tomato_rotten_reviews","tomato_user_meter","tomato_critic_meter","actors","award_wins","award_nominations"
"30","tt1631867",5,71.675,3.2,"EDGE OF TOMORROW",178000000,"Action,Science Fiction",2.826134,2014-05-27,370541256,113,"English",7.7,2861,"Doug Liman","","deja vu,time warp,dystopia,war,alien,military officer,soldier,alien invasion,exoskeleton","11 wins & 34 nominations.",71,7.9,"424,716",7.5,4.2,144251,286,259,27,90,91,"Tom Cruise,Emily Blunt,Brendan Gleeson,Bill Paxton,Jonas Armstrong,Tony Way,Kick Gurry,Franz Drameh,Dragomir Mrsic,Charlotte Riley,Masayoshi Haneda,Terence Maynard,Noah Taylor,Lee Asquith-Coe,Lara Pulver,Madeleine Mantock,Marianne Jean-Baptiste,Jeremy Piven,Beth Goddard,Assly Zandry,Sebastian Blunt,Ronan Summers,Aaron Romano,Usman Akram,Bentley Kalu,Mairead McKinley,Andrew Neil,Martin Hyder,Tommy Campbell,John Dutton,Harry Landis,Rachel Handshaw,Martin McDougall,Anna Botting,Jane Hill,Erin Burnett,Dany Cushmaro,David Kaye",11,34
"31","tt1659337",2,75.5,3,"PERKS OF BEING A WALLFLOWER",13000000,"Drama,Romance",1.377625,2012-09-20,33400000,102,"English",7.6,1453,"Stephen Chbosky","","shyness,secret,kiss,freshman,coming of age,teenage boy,voice over narration,high school senior,first love,aunt nephew relationship,santa hat,gay character,gay teenager,aunt nephew incest,based on young adult book","18 wins & 48 nominations.",67,8,"347,058",7.4,4.2,136565,152,130,22,89,86,"Logan Lerman,Emma Watson,Ezra Miller,Paul Rudd,Nina Dobrev,Mae Whitman,Erin Wilhelmi,Johnny Simmons,Joan Cusack,Melanie Lynskey,Kate Walsh,Julia Garner,Nicholas Braun,Tom Savini,Dylan McDermott",18,48
"32","tt1661199",1,93.25,10,"CINDERELLA",95000000,"Romance,Fantasy,Family,Drama",5.033136,2015-03-12,542351353,112,"Français",6.8,1257,"Kenneth Branagh","","cinderella,magic,fairy tale,princess,shoe,retelling,walt disney","Nominated for 1 Oscar. Another 7 wins & 26 nominations.",67,7,"101,582",7.1,3.9,75955,211,176,35,78,83,"Lily James,Cate Blanchett,Richard Madden,Helena Bonham Carter,Holliday Grainger,Sophie McShera,Hayley Atwell,Stellan Skarsgård,Nonso Anozie,Derek Jacobi,Ben Chaplin,Laurie Calvert,Leila Wong,Rob Brydon,Eloise Webb,Gareth Mason,Nari Blair-Mangat,Richard McCabe,Adetomiwa Edun,Jana Perez,Alex MacQueen,Tom Edden,Paul Hunter,Joshua McGuire,Matthew Steer,Mimi Ndiweni,Laura Elsworthy,Ella Smith,Ann Davies,Gerard Horan,Katie West,Daniel Tuite,Anjana Vasan,Stuart Neal,Joseph Kloska,Andy Apollo,Jonny Owen-Last,Michael Jenn,Josh O'Connor,Andrew Fitch,Sean Francis George,Greg Lockett,Bhanu Alley,Elina Alminas,Scherrikar Bell,Francesca Bennett,Sophie-Anna Brough,Arielle Campbell,Janet Dawe,Robert J. Fraser,Melissa Galloway,Monique Geraghty,Riley Halden,John W.G. Harley,Ant Henson,Rajesh Kalhan,Sayed Kassem,Joe Kennard,Victoria Ann Kenway,Alex Marek,Barrie Martin,Henry McCook,João Costa Menezes,Bronwyn Pearson,Gino Picciano,Jd Roth-round,Julian Seager,Sarah Sharman,Drew Sheridan-Wheeler,Peter Stacey,Zizi Strallen,Tom Swacha,Georgie-May Tearle,Dolapo Umar,Charlotte Worwood,Elliott Wright,Craig Mather,Alex Gillison",7,27
"33","tt1663662",1,72.75,0,"PACIFIC RIM",180000000,"Action,Science Fiction,Adventure",1.968037,2013-07-11,407602906,131,"English",6.7,3279,"Guillermo del Toro","","dystopia,giant robot,giant monster,apocalypse,imax,duringcreditsstinger","Nominated for 1 BAFTA Film Award. Another 4 wins & 42 nominations.",64,7,"377,672",6.7,3.9,191692,262,187,75,77,71,"Idris Elba,Charlie Hunnam,Charlie Day,Ron Perlman,Burn Gorman,Rinko Kikuchi,Max Martini,Robert Maillet,Robert Kazinsky,Larry Joe Campbell,Brad William Henke,Clifton Collins, Jr.,Diego Klattenhoff,Santiago Segura,Jane Watson,Jung-Yul Kim,Heather Doerksen,Joshua Peace",4,43
"34","tt1673697",1,75,3,"THE SAPPHIRES",0,"Comedy,Drama",0.135389,2012-08-08,0,103,"English",6.4,42,"Wayne Blair","Keith Thompson,Tony Briggs","vietnam war,musical,biography,based on true story,girl group,indigenous australians,australian aborigine,mother child separation,stolen generation","25 wins & 25 nominations.",67,7.1,"10,437",6.9,3.8,13167,131,119,12,76,91,"Chris O'Dowd,Deborah Mailman,Jessica Mauboy,Shari Sebbens,Miranda Tapsell",25,25
"35","tt1706620",9,78.7361111111111,19.3333333333333,"Snowpiercer",39200000,"Action,Science Fiction,Drama",1.654648,2013-08-01,86758912,126,"English,Français,日本語,한국어/조선말",6.7,1589,"Bong Joon-ho ","","father-son relationship,child labour,brothel,winter,allegory,bridge,post-apocalypse,dystopia,hijacking of train,based on comic,dam,rifle,gore,tragedy,disaster,train crash,pregnant,blood,f word,train,based on comic book,violence,splatter,dead woman,prosthetic arm,based on graphic novel,guilt,dead man,shoe,whispering,revolt,running out of ammo,screaming in pain,duplicity,torturing,starvation,tunnel,social class,rebelliousness,pessimist,population control,perpetual winter,city ruin,opening a door,matches,frozen arm","19 wins & 94 nominations.",84,7,"178,659",8.1,3.7,55643,211,200,11,72,95,"Chris Evans,Kang-ho Song,Ed Harris,John Hurt,Tilda Swinton,Jamie Bell,Octavia Spencer,Ewen Bremner,Ko Ah-Sung,Alison Pill,Luke Pasqualino,Vlad Ivanov,Adnan Haskovic,Emma Levie,Steve Park,Clark Middleton,Marcanthonee Reis,Paul Lazar,Tómas Lemarquis,Kenny Doughty,Robert Russell,Magdaléna Weigertová,Jim High,Peter Hallin,Haruna Honcoopova,Ana Braun,Griffin Seymour,Tyler Williams,Luna Sophia Bar-Cohen,Sean Renwick,Karel Veselý,Park Sungtaek,Brian Foley,Kendrick Ong,Seisuke Tsukahara,Tomáš Diankiška,Miroslav Navrátil,Huh Chan,Lucie Burianová,Dana Green,Jonny Loquasto,Parry Shen,Joseph Bertot,Eunkyung Song,Dana Green",19,94
"36","tt1714206",2,87.5,4,"SPECTACULAR NOW",2500000,"Comedy,Drama,Romance",1.11526,2013-08-02,6854611,95,"English",6.9,537,"James Ponsoldt","","alcoholism,coming of age,teen,high school senior,based on young adult book","10 wins & 30 nominations.",82,7.1,"103,626",7.8,3.8,37078,151,140,11,76,93,"Miles Teller,Shailene Woodley,Brie Larson,Masam Holden,Dayo Okeniyi,Kyle Chandler,Jennifer Jason Leigh,Nicci Faires,Ava London,Whitney Goin,Andre Royo,Bob Odenkirk,Mary Elizabeth Winstead,Levi Miller,E. Roger Mitchell,Kaitlyn Dever,Gary Weeks,Logan Mack,Valerie Payton,Christopher Nathan Miller,Troy Willis,Mike Hickman,Whitney Christopher King,Wayne Dean,Doug Haley,Keith Silverstein,Alex D'Lerma,Dina Sherman,Karen Strassman",10,30
"37","tt1714915",1,73.5,33,"ONLY LOVERS LEFT ALIVE",7000000,"Drama,Horror,Romance",0.520086,2013-12-12,0,123,"Türkçe,العربية,English,Français",7.1,300,"Jim Jarmusch","Jim Jarmusch","vampire,night,musician,love,blood,contamination","9 wins & 38 nominations.",79,7.3,"60,047",7.4,3.7,20418,167,143,24,74,86,"Tom Hiddleston,Tilda Swinton,Mia Wasikowska,John Hurt,Anton Yelchin,Slimane Dazi,Jeffrey Wright,Cody Stauber,Ali Amine",9,38
"38","tt1727388",3,79.9166666666667,2.66666666666667,"THE WAY WAY BACK",4600000,"Comedy,Drama",0.159739,2013-06-06,23198652,103,"English",7.1,427,"Jim Rash,Nat Faxon","Nat Faxon,Jim Rash","shyness,beach,bicycle,conversation,friendship,step father,vacation,job,neighbor,summer,water park,teenagers,awkwardness","5 wins & 30 nominations.",68,7.4,"114,509",7.3,4,54829,171,145,26,84,85,"Liam James,Steve Carell,Toni Collette,AnnaSophia Robb,Sam Rockwell,Allison Janney,Maya Rudolph,Amanda Peet,Rob Corddry,Nat Faxon,Jim Rash,Zoe Levin,River Alexander",5,30
"39","tt1731141",2,72.125,7.5,"ENDER'S GAME",110000000,"Science Fiction,Action,Adventure",2.251402,2013-10-23,125537191,114,"English",6.6,1432,"Gavin Hood","","based on novel,intolerance,chosen one,child prodigy,futuristic,space,alien invasion,military school,sci-fi action,morality tale,based on young adult book","1 win & 6 nominations.",51,6.7,"183,100",6,3.6,117698,200,120,80,65,60,"Asa Butterfield,Harrison Ford,Hailee Steinfeld,Abigail Breslin,Ben Kingsley,Viola Davis,Aramis Knight,Suraj Partha,Moisés Arias,Khylin Rhambo,Jimmy 'Jax' Pinchak,Conor Carroll,Nonso Anozie,Stevie Ray Dallimore,Andrea Powell,Brandon Soo Hoo,Han Soto,Tony Mirrcandani",1,6
