"date" "temp" "hum" "rain"
"108" "2015-04-18" 43.4473684210526 50.6842105263158 0
"109" "2015-04-19" 45.9578947368421 57.2105263157895 0
"110" "2015-12-19" 35.678947368421 46.3684210526316 0
"111" "2015-12-20" 53.7368421052632 88.4210526315789 1
"112" "2016-02-27" 42.3684210526316 41 0
"113" "2016-03-05" 93.2894736842105 129.210526315789 1
"114" "2015-08-22" 53.6631578947368 52.2631578947368 0
"115" "2015-08-08" 56.2052631578947 57.2631578947368 0
"116" "2015-08-09" 52.6684210526316 57.3157894736842 0
"117" "2015-08-15" 58.7 35 0
"118" "2015-08-16" 55.8684210526316 29.1578947368421 0
"119" "2015-12-12" 37.4526315789474 47.3684210526316 0
"120" "2013-11-02" 40.2105263157895 61.1052631578947 0
"121" "2014-08-31" 51.4315789473684 46.6315789473684 0
"122" "2014-10-18" 47.1368421052632 42.8947368421053 0
"123" "2016-03-27" 43.9052631578947 46.8421052631579 0
"124" "2014-08-16" 49.1526315789474 50.7894736842105 0
"125" "2014-02-01" 35.5263157894737 37.7368421052632 0
"126" "2014-02-02" 32.6105263157895 54.2631578947368 1
"127" "2015-02-08" 55.0947368421053 70.7368421052632 1
"128" "2015-01-17" 37.5736842105263 55.8947368421053 0
"129" "2015-01-18" 50.2 80.2105263157895 0
"130" "2016-02-28" 40.8 49.1052631578947 0
"131" "2013-08-25" 54.4947368421053 67.4210526315789 0
"132" "2016-03-06" 42.6526315789474 48.2631578947368 1
"133" "2013-08-24" 52.3315789473684 67.0526315789474 0
"134" "2016-01-24" 37.3473684210526 45.4210526315789 0
"135" "2013-08-17" 48.0789473684211 66.6315789473684 0
"136" "2014-01-26" 42.7842105263158 46.6842105263158 0
"137" "2014-03-15" 45.1157894736842 38.8421052631579 0
"138" "2014-03-16" 42.6842105263158 43.3684210526316 0
"139" "2014-02-08" 51.3736842105263 78 1
"140" "2014-02-16" 39.4210526315789 40.5789473684211 0
"141" "2013-09-07" 56.6052631578947 40.1578947368421 0
"142" "2013-09-08" 47.7947368421053 51.7894736842105 0
"143" "2015-03-15" 44.4631578947368 36.5789473684211 0
"144" "2013-09-28" 46.8421052631579 35.3157894736842 0
"145" "2013-10-19" 43.9263157894737 44.1052631578947 0
"146" "2015-08-01" 48.5157894736842 42.8947368421053 0
"147" "2015-08-02" 54.1631578947368 50.7894736842105 0
"148" "2013-12-14" 34.3105263157895 46.3684210526316 0
"149" "2014-12-20" 39.7157894736842 58.4736842105263 0
"150" "2014-12-21" 69.2421052631579 103.631578947368 0
"151" "2016-02-14" 43.2631578947368 45.7894736842105 0
"152" "2013-11-16" 39.1578947368421 51.3157894736842 0
"153" "2016-02-06" 39.4736842105263 46.7368421052632 0
"154" "2016-02-07" 43.9842105263158 37.3157894736842 0
"155" "2016-02-13" 43.8842105263158 54.1578947368421 0
"156" "2014-10-11" 44.4947368421053 48.1052631578947 0
"157" "2013-03-16" 46.8157894736842 62.1578947368421 0
"158" "2015-09-19" 52.0684210526316 33.9473684210526 0
"159" "2015-09-20" 56.5526315789474 23.6842105263158 0
"160" "2015-09-27" 45.9736842105263 45.8947368421053 0
"161" "2015-08-29" 59.6789473684211 60.8947368421053 1
"162" "2015-08-30" 49.5210526315789 43 0
"163" "2013-12-28" 35.7368421052632 34.8421052631579 0
"164" "2014-09-13" 46.5052631578947 46.6842105263158 0
"165" "2014-09-14" 47.0052631578947 44.0526315789474 0
"166" "2014-05-03" 45.8578947368421 46.5789473684211 0
"167" "2014-05-04" 43.5789473684211 43 0
"168" "2015-05-30" 49.2789473684211 63.7894736842105 0
"169" "2015-05-31" 50.3894736842105 55.5263157894737 0
"170" "2015-06-06" 46.8684210526316 52.7894736842105 0
"171" "2015-06-07" 47.9578947368421 50.2631578947368 0
"172" "2015-06-14" 45.4631578947368 48 0
"173" "2015-06-20" 37.7947368421053 36.1052631578947 0
"174" "2015-06-21" 46.0263157894737 45.8947368421053 0
"175" "2015-07-04" 48.6421052631579 54 0
"176" "2015-07-05" 50.4842105263158 49 0
"177" "2015-07-25" 57.9157894736842 64.7368421052632 0
"178" "2015-10-03" 43.5263157894737 45.5263157894737 0
"179" "2015-10-04" 45.9894736842105 38.4736842105263 0
"180" "2014-01-25" 44.1263157894737 37.3684210526316 0
"181" "2013-06-08" 50.5315789473684 52.2105263157895 0
"182" "2013-07-06" 48.7578947368421 52.1052631578947 0
"183" "2013-08-03" 49.0842105263158 67.2105263157895 0
"184" "2015-12-06" 48.3684210526316 72.5789473684211 1
"185" "2014-11-16" 40.1052631578947 20.4736842105263 0
"186" "2014-03-01" 46.2947368421053 47.3684210526316 1
"187" "2014-03-02" 58.6947368421053 78.5263157894737 1
"188" "2014-03-09" 44.5473684210526 42.8947368421053 0
"189" "2014-04-05" 41.3578947368421 42.1578947368421 0
"190" "2014-04-06" 44.5368421052632 42.0526315789474 0
"191" "2014-04-13" 42.2789473684211 43.4736842105263 0
"192" "2013-04-27" 52.6 75.1578947368421 0
"193" "2016-01-30" 38.2157894736842 42.0526315789474 0
"194" "2016-01-31" 36.2157894736842 33.6315789473684 0
"195" "2014-01-04" 35.8315789473684 41.6315789473684 0
"196" "2014-01-05" 39.6 25 0
"197" "2014-01-12" 36.9894736842105 41.9473684210526 0
"198" "2015-01-24" 41.5157894736842 38.1052631578947 0
"199" "2015-01-25" 36.2578947368421 47.4210526315789 0
"200" "2015-02-01" 39.4736842105263 43 0
"201" "2014-06-28" 48 49 0
"202" "2014-06-29" 48.8736842105263 35.6315789473684 0
"203" "2014-07-05" 44.1526315789474 46.1578947368421 0
"204" "2014-07-06" 43.9368421052632 45.8947368421053 0
"205" "2014-07-13" 48.6473684210526 49.9473684210526 0
"206" "2014-06-22" 45.4 48 0
"207" "2014-03-22" 40.5263157894737 41.9473684210526 0
"208" "2014-03-29" 60.4210526315789 88.3157894736842 1
"209" "2015-03-28" 44.1684210526316 40.2631578947368 0
"210" "2015-03-29" 44.2789473684211 40.2105263157895 0
"211" "2015-04-05" 50.9736842105263 66.5789473684211 1
"212" "2013-08-10" 53.9473684210526 73.7894736842105 0
"213" "2015-11-28" 34.3263157894737 23.0526315789474 0
"214" "2015-11-29" 33.678947368421 31 0
"215" "2015-12-05" 35.2736842105263 54.1052631578947 0
"216" "2014-10-25" 44.9684210526316 49.3157894736842 0
"217" "2014-10-26" 43.5421052631579 37.7894736842105 0
"218" "2014-11-29" 48.3578947368421 61.6315789473684 0
"219" "2015-01-11" 47.0684210526316 77.1578947368421 0
"220" "2015-01-31" 43.5315789473684 27.7368421052632 0
"221" "2015-02-07" 41.6947368421053 60.8421052631579 1
"222" "2015-02-15" 43.1526315789474 40.6315789473684 0
"223" "2015-02-28" 42.8736842105263 53.8947368421053 1
"224" "2015-03-07" 43.3315789473684 38.9473684210526 0
"225" "2015-03-08" 42.5947368421053 55.4736842105263 0
"226" "2015-03-14" 48.6947368421053 36.5789473684211 0
"227" "2014-02-09" 51.6421052631579 81.5263157894737 1
"228" "2014-06-15" 44.7526315789474 50.6842105263158 0
"229" "2014-01-18" 38.678947368421 33 0
"230" "2013-08-04" 54.7157894736842 76.7368421052632 0
"231" "2015-11-07" 41.4157894736842 40.4736842105263 0
"232" "2015-11-15" 38.7578947368421 39.0526315789474 0
"233" "2015-07-11" 50.9157894736842 42.1052631578947 0
"234" "2015-07-12" 48.3421052631579 40 0
"235" "2015-07-26" 52.6473684210526 51.3684210526316 0
"236" "2015-09-05" 49.1052631578947 29.6315789473684 0
"237" "2015-09-06" 50.7263157894737 27.8421052631579 0
"238" "2015-09-12" 51.9105263157895 56.4736842105263 0
"239" "2015-10-10" 52.9736842105263 60.6842105263158 0
"240" "2015-10-17" 51.9263157894737 58.7894736842105 0
"241" "2015-10-18" 48.7842105263158 52.1578947368421 0
"242" "2015-10-24" 42.3157894736842 43.6315789473684 0
"243" "2015-10-25" 45.1526315789474 50.1578947368421 0
"244" "2013-08-31" 48.6894736842105 63.9473684210526 0
"245" "2014-05-10" 44.1 32.1052631578947 0
"246" "2014-05-11" 44.9736842105263 22.1578947368421 0
"247" "2014-05-17" 49.1894736842105 51.6842105263158 0
"248" "2014-05-18" 48.0631578947368 43.4210526315789 0
"249" "2014-05-25" 46.5894736842105 35.5263157894737 0
"250" "2014-06-01" 46.3315789473684 48.2105263157895 0
"251" "2014-04-26" 39.8894736842105 36.5789473684211 0
"252" "2013-12-01" 38.9105263157895 45.0526315789474 0
"253" "2014-11-30" 61.0473684210526 90.7894736842105 1
"254" "2014-08-10" 45.8421052631579 45.2631578947368 0
"255" "2014-08-23" 53.5315789473684 50.4736842105263 0
"256" "2014-08-30" 48.8789473684211 42.2631578947368 0
"257" "2014-09-07" 45.4263157894737 42.7894736842105 0
"258" "2016-03-12" 68.9578947368421 97.6842105263158 1
"259" "2016-03-26" 42.9947368421053 45.9473684210526 0
"260" "2014-04-27" 41.2631578947368 42.2105263157895 0
"261" "2014-07-20" 46.3526315789474 48.6842105263158 0
"262" "2014-07-26" 40.7789473684211 35.3684210526316 0
"263" "2014-07-27" 44.7947368421053 39.5263157894737 0
"264" "2015-05-23" 39.5736842105263 49.5263157894737 0
"265" "2015-05-24" 47.7684210526316 65.1578947368421 0
"266" "2014-06-14" 46.4210526315789 37.1052631578947 0
"267" "2014-03-23" 42.8684210526316 48.3684210526316 0
"268" "2015-02-21" 40.1052631578947 47.7368421052632 0
"269" "2015-03-01" 40.1526315789474 36.3684210526316 0
"270" "2015-04-04" 40.3631578947368 35.4736842105263 0
"271" "2015-05-09" 45.4157894736842 56.0526315789474 0
"272" "2014-10-05" 51.5368421052632 33.4210526315789 0
"273" "2013-04-20" 45.5578947368421 38.8421052631579 0
"274" "2013-04-21" 48.9315789473684 33.5263157894737 0
"275" "2015-04-25" 51.2894736842105 62.2631578947368 0
"276" "2015-04-26" 43.2526315789474 38.3157894736842 0
"277" "2016-02-20" 38.8421052631579 41.8421052631579 0
"278" "2014-01-19" 38.3 39.8947368421053 0
"279" "2013-07-07" 52.0578947368421 59.4736842105263 0
"280" "2013-07-13" 49.3684210526316 50.7368421052632 0
"281" "2013-07-14" 49.1421052631579 65.7894736842105 0
"282" "2013-07-20" 43.4789473684211 56.3157894736842 0
"283" "2013-08-11" 51.9578947368421 77.4736842105263 0
"284" "2015-09-26" 46.3631578947368 44.3684210526316 0
"285" "2015-02-22" 42.5105263157895 19.8421052631579 0
"286" "2015-03-21" 42.7526315789474 48.1578947368421 0
"287" "2015-03-22" 48.8526315789474 54.6315789473684 1
"288" "2015-11-22" 40.5368421052632 46.2631578947368 0
"289" "2015-12-26" 33.1157894736842 27.7368421052632 0
"290" "2016-01-02" 33.2736842105263 33.3684210526316 0
"291" "2016-01-03" 36.4368421052632 37.0526315789474 1
"292" "2016-01-09" 39.321052631579 57.5789473684211 1
"293" "2013-03-30" 43.3842105263158 51.7368421052632 1
"294" "2013-03-31" 43.9842105263158 51.3684210526316 1
"295" "2013-03-10" 41.0842105263158 44.3684210526316 0
"296" "2013-02-09" 35.8894736842105 37.3157894736842 0
"297" "2013-05-26" 42.5210526315789 56.9473684210526 0
"298" "2013-02-10" 36.0947368421053 46 0
"299" "2013-05-12" 44.8052631578947 54.2631578947368 0
"300" "2013-04-14" 41.2210526315789 38.3157894736842 0
"301" "2013-03-17" 40.5789473684211 41.2631578947368 0
"302" "2013-07-21" 49.1947368421053 68.3157894736842 0
"303" "2013-06-09" 45.2052631578947 54.8947368421053 0
"304" "2013-06-16" 43.9684210526316 47.6842105263158 0
"305" "2013-04-28" 46.7315789473684 41.0526315789474 0
"306" "2013-01-06" 38.7368421052632 68.2105263157895 0
"307" "2013-01-20" 37.3789473684211 35.5789473684211 0
"308" "2012-12-23" 88.7736842105263 160.263157894737 1
"309" "2012-12-30" 34.7842105263158 50.5789473684211 0
"310" "2013-06-30" 49.2315789473684 46 0
"311" "2013-02-17" 35.7421052631579 46.6315789473684 0
"312" "2013-02-02" 40.8631578947368 66.2105263157895 0
"313" "2013-05-11" 48.2157894736842 55.1052631578947 0
"314" "2013-01-27" 36.5526315789474 39.7368421052632 0
"315" "2013-03-02" 44.9263157894737 56.6842105263158 0
"316" "2013-05-19" 47 38.1052631578947 0
"317" "2013-06-23" 76.3368421052632 120.210526315789 0
"318" "2013-01-26" 40.7631578947368 52.9473684210526 0
"319" "2013-01-12" 32.4684210526316 32.3684210526316 0
"320" "2013-05-05" 45.8578947368421 37.3157894736842 0
"321" "2013-02-23" 38.4842105263158 34.9473684210526 0
"322" "2013-04-06" 51.4947368421053 72.8421052631579 0
"323" "2013-04-13" 41.9368421052632 42.1052631578947 0
"324" "2013-06-22" 53.5421052631579 50.6315789473684 0
"325" "2013-03-24" 40.3578947368421 46.9473684210526 0
"326" "2013-02-16" 44.3421052631579 54.0526315789474 0
"327" "2013-01-19" 37.5894736842105 36.5789473684211 0
"328" "2013-01-13" 31.3315789473684 30.5263157894737 0
"329" "2013-05-04" 48.2157894736842 37.4736842105263 0
"330" "2013-03-03" 46.8263157894737 71.7894736842105 0
"331" "2012-12-22" 45.6578947368421 73.4210526315789 1
"332" "2013-06-02" 42.2578947368421 52.4736842105263 0
"333" "2013-02-24" 38.1526315789474 36.5263157894737 0
"334" "2013-01-05" 63.1736842105263 101.052631578947 1
"335" "2013-02-03" 43.3315789473684 61.0526315789474 0
"336" "2013-04-07" 70.1315789473684 92.5263157894737 1
"337" "2012-12-29" 34.9157894736842 46.6315789473684 0
